3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
143660000,89176000,90055000,88845000,101400000,57484000
222840000,226080000,209790000,221060000,228970000,189810000
61151000,59695000,53134000,39448000,46965000,40755000
211510000,136420000,206850000,137620000,132210000,138510000
95561000,86572000,92936000,188700000,204510000,248620000
6911600,7265700,6352500,21292000,21652000,32318000
492740000,488160000,409960000,751010000,922160000,730700000
562500000,580980000,481520000,1264100000,1389700000,952200000
27624000,13977000,31530000,6395200,8712800,5943700
405460000,423760000,491460000,285220000,309180000,268650000
2728100000,2334500000,1932200000,2896200000,3451900000,3015300000
3370600,4779500,4122000,0,0,0
1206200000,938440000,1082700000,589890000,617160000,679820000
0,0,0,0,0,2892400
0,0,0,2741500,0,0
106550000,117690000,139210000,93343000,92533000,110440000
0,0,0,8777300,8995100,8088800
1516900000,1389400000,1707500000,1404700000,1511900000,1959700000
0,964170,798620,0,0,719400
16381000,11414000,9204800,13718000,17148000,9630200
8754000,9109800,12217000,0,0,0
486510000,467120000,520940000,522840000,505900000,385040000
43201000,55487000,51440000,21349000,23344000,23635000
1489400,1479000,0,1467000,1303900,1411000
0,0,0,0,2296500,0
53636000,61378000,58111000,143370000,127750000,116460000
14894000,15418000,15015000,20663000,21331000,18500000
596730000,557780000,843320000,693600000,685420000,843790000
57422000,56220000,43813000,51740000,50964000,59878000
2665000000,3369100000,2829200000,1480500000,1719800000,1502800000
0,0,0,6084400,4867500,5341900
250940000,225130000,305550000,251240000,231120000,229350000
85977000,89375000,98612000,303600000,299750000,280490000
563670000,561110000,362620000,424820000,715860000,407020000
969220000,1032400000,1128800000,1410400000,1474200000,1502300000
98700000,131980000,81599000,61124000,81341000,101460000
0,0,3652600,4654900,4341100,6294600
2017900,0,2582800,0,0,0
0,1008000,799990,0,0,0
154550000,133400000,137930000,42356000,47365000,42049000
0,0,0,0,641080,0
461900000,566580000,492920000,1055100000,843760000,986350000
4932800000,4869800000,3910900000,5755600000,6745200000,6031800000
4791300,0,0,40793000,46890000,28560000
85213000,80291000,75886000,48857000,45976000,58028000
2748500,3959400,1365700,2447400,3928800,3662000
295430000,295390000,259010000,159170000,189000000,172230000
9548600,9033500,9620800,5657000,5494000,4065200
171540000,173340000,198560000,136770000,131560000,128890000
31087000,30434000,42198000,32218000,27851000,38415000
56563000,51673000,46120000,102750000,109470000,125130000
364770,0,0,0,0,0
0,0,0,0,0,1740600
516710000,439300000,462250000,560600000,579360000,463200000
172060000,161480000,238340000,153450000,175900000,219090000
12521000,15747000,14652000,18947000,17156000,13970000
110060000,77631000,76882000,120580000,130600000,104980000
381630000,433820000,459340000,383060000,376330000,340160000
241890000,245690000,201040000,34803000,23716000,45345000
39287000,38776000,43721000,63054000,60005000,69108000
0,0,0,0,0,519960
0,0,0,3153100,0,0
46493000,46108000,44276000,219920000,198330000,216680000
35119000,25682000,34657000,43394000,45456000,34856000
36197000,82460000,67767000,174700000,124690000,152240000
463510000,560960000,498820000,717480000,727570000,731670000
7180000,6223800,5122400,10035000,9925500,9194400
6658300,9135000,8804200,0,0,0
2386100,1907800,2992100,7911400,5371800,8014000
117080000,120060000,99587000,124800000,136540000,118550000
6366300,5644600,6174200,4306800,2920100,4292700
3037400000,2655300000,3525500000,2286500000,2069200000,2272700000
257760000,231030000,253590000,228610000,220290000,245530000
248530000,290270000,296330000,214910000,236260000,246720000
183810000,208150000,221330000,171880000,174010000,192700000
284750000,269380000,271230000,250150000,276370000,281190000
13887000,11196000,15471000,4899900,3468200,3298900
111890000,104160000,124680000,55076000,60648000,62525000
2275900000,2069100000,2109800000,1005200000,1064400000,1001700000
217180000,211980000,240550000,261340000,257610000,233230000
100600000,124710000,104420000,85713000,101200000,74845000
6804600,5398800,5281800,10528000,14416000,11492000
0,0,0,1853400,1634000,1829300
427610000,541800000,459170000,679650000,667800000,595170000
250940000,325500000,357770000,514750000,470100000,576790000
3065300,1902500,0,3585900,3733400,2581000
117310000,96254000,117850000,200470000,182140000,219110000
136180000,136160000,195060000,87720000,80802000,112430000
0,0,0,17578000,11818000,9840700
26635000,19525000,32403000,81318000,84326000,96793000
366950000,398680000,517040000,445510000,397330000,502570000
216290000,191980000,167860000,238790000,264190000,189510000
139130000,130610000,139870000,154230000,147800000,150380000
1198500000,1201800000,1159900000,1097600000,1250000000,1198900000
142430000,130570000,181660000,96489000,74189000,80949000
5244600,5396000,0,30832000,38073000,33780000
0,0,0,0,2050800,0
13286000,14732000,8281100,11301000,17682000,12689000
19226000,18001000,23495000,56851000,62041000,57588000
611940000,585940000,700320000,37696000,48346000,33590000
2189200000,1826400000,1622500000,1816600000,2425200000,1824100000
26677000,23571000,29041000,20689000,21111000,23498000
10393000,10672000,8947000,10025000,9838800,8765900
44553000,67657000,59324000,13938000,14215000,18767000
184560000,192350000,195090000,309850000,233710000,366170000
91620000,93542000,99586000,189400000,170330000,170820000
523620000,532210000,628400000,687990000,633510000,769720000
13634000,14086000,14266000,24677000,23853000,24176000
169320000,177220000,134790000,293050000,294290000,272760000
3117400000,3640100000,3279200000,1573000000,1885400000,1777600000
1615400000,1485500000,1512300000,751830000,721570000,642790000
3472000000,4080400000,3944700000,2778200000,2829800000,2765500000
0,2766900,0,0,0,0
14872000,20208000,14348000,3244800,0,0
0,7993600,5098400,0,0,0
408780000,417100000,429540000,359980000,419490000,369820000
85834000,90227000,61815000,86893000,65632000,78164000
98958000,47724000,81005000,64322000,54869000,66976000
136610000,89458000,109030000,78084000,80100000,101530000
75115000,56409000,47201000,83895000,91330000,83917000
128670000,119370000,143220000,66257000,69336000,67244000
41407000,34345000,28612000,0,0,0
0,0,2425000,0,0,0
204350000,214910000,214990000,149860000,152720000,145840000
3208100,4784700,4137000,21898000,22430000,19363000
1045300,1177100,0,1552700,1118300,1515700
21044000,24612000,25655000,23279000,22010000,18424000
501630000,431900000,392250000,246420000,224360000,220740000
23833000,18481000,18533000,28807000,24132000,21710000
2221400,2437200,1954500,3485100,3235300,2670800
0,0,0,0,0,1461000
7336500,14637000,28199000,4804100,0,0
217480000,202550000,208010000,200300000,211420000,178050000
44000000,52383000,44573000,0,0,0
7316100,8781900,5971100,19258000,17981000,14301000
3970700,4596600,0,6619500,10244000,8189000
11930000,22221000,13585000,0,0,0
98728000,102670000,81424000,127750000,133650000,128820000
74529000,81375000,57967000,49660000,58922000,52032000
13004000,15937000,17966000,9554600,10333000,8363500
3378200,4006900,4467400,15131000,16043000,18750000
9284700,9508100,10285000,23209000,25731000,26017000
31342000,28330000,23986000,33618000,31879000,28290000
3580600,3945400,3329900,2729300,0,0
775720,0,1212200,1126300,846050,1816300
5150500,6091900,6414000,360900000,332650000,325620000
0,0,1364000,2192200,2004800,2830500
2882200000,3059500000,3239400000,1795500000,1942500000,1658000000
6249000,5864800,4532300,11681000,13455000,6043700
4201100,4579900,4443200,2837800,0,3186900
1037200000,858010000,1036400000,633820000,624410000,674670000
217370000,173960000,218400000,3910700000,3674700000,4558800000
811570000,631230000,1141400000,687600000,619810000,718680000
5220500,3459400,5868800,2623400,3662900,3695400
989390000,1141600000,1320800000,146170000,133090000,147300000
8865800,9815800,5915600,4224300,5120800,4648100
1108300000,1358900000,1352200000,766020000,766680000,675550000
574620000,639310000,521940000,611120000,663720000,488940000
49055000,40990000,38095000,9033000,11499000,6171200
1287600000,1241900000,1232200000,773630000,847920000,775900000
90370000,59677000,54672000,59321000,69818000,45071000
599930000,594260000,738290000,590870000,676190000,586690000
45960000,25857000,52491000,20176000,17002000,16139000
450350000,530870000,513910000,667780000,723580000,603600000
995140000,978070000,1336900000,1073800000,1058100000,1076600000
227130000,190430000,189870000,124150000,109950000,121840000
733200000,592720000,432870000,432540000,439760000,464110000
4061500000,4225400000,4814800000,3013100000,3068100000,3264200000
1087900000,894400000,1031100000,959920000,939210000,985960000
3314500,2883700,2494800,22166000,22588000,19452000
11455000,17869000,14348000,24599000,30821000,21696000
22438000,19078000,18418000,19843000,18494000,21901000
0,0,1029100,0,0,0
61608000,60720000,57658000,79663000,69698000,69318000
26102000,31622000,33993000,41773000,43731000,37144000
121660000,117510000,88243000,97936000,107390000,79499000
40035000,37781000,45048000,30311000,29375000,34699000
4104100,0,6803600,0,0,0
38575000,27276000,27691000,39351000,38178000,47669000
33901000,33147000,27575000,21141000,24055000,18906000
329280000,182760000,243640000,103580000,81309000,116210000
13780000,13842000,11316000,6868500,6317500,5882800
8608800,6450900,7268900,5052800,6585400,5389900
0,0,0,0,0,4333700
124590000,120170000,126670000,398980000,377980000,325700000
56906000,61965000,49215000,65511000,83075000,80775000
220090000,162150000,273720000,170430000,148700000,199180000
5425000,0,2998800,8578200,9596600,7291300
3568200000,3169500000,2697900000,2600900000,2782700000,2510900000
161710000,167670000,120380000,185580000,238010000,192820000
7897500,3365200,3245300,0,0,1931100
14890000,11290000,14361000,8757700,10619000,7982600
5672600,15493000,2506000,128000000,108980000,119410000
10627000,11971000,8973800,23556000,18983000,26005000
332070000,388400000,333550000,453570000,495120000,479140000
0,0,0,0,0,4027000
9029900,10025000,5902200,7134200,11094000,6857000
438440000,454930000,550200000,417260000,425560000,443600000
100260000,156870000,124480000,102410000,107300000,89113000
652300000,505430000,411390000,1002300000,1198400000,1087700000
133990000,138380000,197870000,237420000,186490000,254050000
683250000,557700000,719830000,865060000,950120000,1172100000
463000000,324070000,324570000,217830000,245780000,186140000
0,0,0,0,16235000,16610000
946170000,795890000,818090000,1056700000,1117900000,955770000
95405000,45803000,59182000,111030000,123310000,57618000
33251000,32011000,25086000,75879000,73017000,65953000
0,0,0,0,0,1991900
2568400000,2041800000,2140200000,1722900000,1776900000,2297000000
3235000,4217300,3352300,12648000,10055000,11838000
13336000,11198000,11318000,10141000,11091000,9457800
0,0,0,0,2073400,0
30722000,29759000,27519000,27490000,29014000,24868000
112930000,118650000,147820000,252680000,200270000,275690000
0,0,0,0,0,568520
2839200,3248000,2878100,4811700,5808900,4485900
0,0,0,820250,0,0
23940000,24908000,17897000,20863000,23030000,17827000
438040000,365290000,328200000,597400000,519310000,532930000
10628000,10777000,11138000,7385200,6605500,6667300
310850000,288880000,243380000,327350000,345270000,328610000
71808000,76682000,80494000,91822000,97238000,83072000
18805000,13721000,20940000,19357000,14997000,18857000
39736000,49110000,44068000,29158000,23067000,22723000
0,0,0,1049700,1165200,2007800
3581800,3263800,5145700,0,0,0
0,0,0,0,912850,0
35249000,36313000,38881000,170540000,188350000,166420000
30992000,27087000,27314000,150600000,147170000,135630000
32873000,30288000,36410000,160120000,147810000,175230000
13041000,0,14414000,0,0,0
0,0,5829200,0,0,0
6182900,8070500,7220200,10916000,11568000,11923000
887640000,811370000,1059800000,1032400000,980150000,1194900000
19580000,19242000,17656000,24276000,22971000,23010000
964110000,849910000,892650000,1151700000,1331900000,1072700000
9848800,10475000,9872900,11462000,12837000,13105000
58942000,37187000,39487000,32972000,35932000,27349000
11562000,7218200,8042800,28236000,20184000,22755000
176730000,131140000,159720000,97571000,94746000,106040000
640360000,658080000,690510000,436750000,449520000,437030000
207000000,183950000,228540000,128610000,120560000,132760000
4147300,6202900,5665200,10197000,8500300,7658400
759700000,708800000,802080000,971100000,847780000,999330000
369000000,324250000,234240000,32987000,46042000,28281000
6137000,6555400,6359100,3661900,4599600,3020400
217940000,235520000,260210000,102000000,103900000,102090000
78676000,80645000,55567000,211940000,206760000,166570000
20303000,17095000,28738000,50702000,37995000,58080000
14280000,13512000,16300000,37134000,34037000,40879000
14841000,18942000,16312000,34604000,31128000,32183000
468900000,494370000,435980000,817860000,781980000,779050000
35378000,45628000,37915000,41153000,42864000,42374000
1931400,2686600,1621800,1254000,0,0
7151500,6752900,8004400,0,0,0
0,0,0,8534100,9815700,6577600
5685700,5109200,4488400,0,0,0
77478000,62218000,59289000,51172000,59654000,51495000
1532100000,1418100000,1440800000,2031300000,2196300000,2292400000
281220000,252750000,261910000,198880000,181490000,191780000
3821200,0,0,5756500,7478700,6238600
116660000,108000000,134680000,62472000,65283000,53327000
27552000,19513000,21356000,41451000,44130000,36522000
149800000,170580000,154130000,165890000,234500000,146760000
7642800,6842300,6487200,5904800,7428800,6267900
43127000,69057000,27395000,148690000,239780000,188500000
53908000,63867000,55258000,76126000,80488000,73592000
118400000,119200000,127760000,231260000,227950000,239110000
2209400,2481700,2293900,2039000,2328100,2190900
85158000,67577000,59112000,29945000,37015000,22554000
0,0,0,0,0,2145900
17687000,16508000,15693000,16276000,13472000,12734000
116880000,133880000,160630000,64910000,65272000,55801000
372380000,389290000,399230000,455420000,419110000,455230000
2756700,4048300,0,0,527630,836340
25889000,34607000,31282000,54431000,49297000,44628000
192900000,191690000,148890000,280250000,276040000,273530000
0,0,0,0,0,2346900
57809000,50325000,46933000,52985000,52989000,50898000
480330000,389700000,524400000,343460000,346490000,400450000
102240000,99103000,114820000,70748000,63757000,60421000
42968000,42242000,47126000,42764000,46294000,53311000
815450000,856730000,756610000,1174000000,1134700000,1253800000
0,0,0,0,0,2450800
306570000,310820000,361030000,310300000,288040000,295490000
202500000,164020000,165150000,110870000,106660000,102110000
16680000,14206000,19230000,36130000,35078000,41980000
0,0,0,0,0,823570
129160000,98035000,103030000,89890000,97017000,82468000
3373300,2893200,3842800,2880800,3383300,3648500
315640000,318750000,339230000,291510000,312410000,314070000
83940000,92177000,80690000,100980000,99573000,93696000
238590000,229020000,238050000,300160000,302810000,441500000
82837000,91924000,74652000,127160000,125630000,128090000
165230000,219770000,210520000,141160000,123780000,163720000
42973000,37259000,46689000,61575000,68062000,69032000
4552700,5604700,5201900,6161100,6904700,5655700
971540000,772460000,735120000,303380000,331750000,307140000
590120000,607420000,678330000,455240000,419680000,479670000
20229000,27432000,15689000,34027000,36369000,30510000
215020000,218740000,277190000,228270000,205400000,218060000
331390000,285500000,463520000,398040000,345830000,423230000
0,1981100,0,0,0,0
6491400,6117700,4496600,8478200,4712300,7140200
0,0,4364500,0,0,0
0,0,0,23762000,22963000,23697000
361640000,320630000,351790000,188730000,201950000,181690000
1791700000,1996400000,2352700000,2050200000,2013400000,2008500000
196420000,199840000,277110000,331660000,285590000,401910000
0,3811200,0,0,0,4576700
398040000,505410000,452110000,542000000,498390000,598110000
837110000,771390000,918100000,918630000,996710000,1077800000
60280000,114370000,55374000,38994000,30822000,37293000
2248800,0,3282700,1877700,1550600,0
209910000,192570000,209010000,177440000,184570000,153930000
288170000,269610000,317450000,391040000,422740000,466330000
58022000,70780000,59385000,158740000,171220000,170010000
7334500,7813100,7015300,5516900,6999400,6031000
0,0,2338000,19648000,21059000,23916000
13633000,7977200,10444000,10030000,8465700,7620600
95338000,50855000,48023000,30227000,31717000,29088000
13135000,14129000,11283000,0,0,0
76521000,72952000,66229000,57747000,65408000,60987000
972510000,1035200000,1072700000,1416600000,1491700000,1435100000
11331000,15115000,11926000,0,0,0
0,0,0,0,2372500,0
22757000,26750000,29515000,47825000,45777000,45762000
0,0,0,1899500,2153100,0
12718000,9264500,8302600,23819000,22739000,20467000
301050000,316210000,361370000,500160000,498320000,574870000
14169000,17853000,22924000,9483600,12850000,11346000
8906800,9909000,9517700,21785000,19735000,17645000
207750000,213710000,172650000,53931000,71780000,55520000
38261000,41948000,35245000,25236000,25048000,21386000
43086000,46579000,44027000,29354000,40636000,27467000
675040000,522520000,461570000,316800000,368940000,359280000
4674200000,5098300000,4707300000,5434200000,5552300000,4891600000
4427700,3861100,7122200,16573000,12978000,14898000
6942400,9161300,7563400,16172000,21260000,21632000
1568700000,1752900000,1872400000,1050100000,1062000000,996760000
282710000,267840000,279820000,309300000,307810000,306040000
140750000,144160000,164770000,30390000,31788000,24859000
3999200,6138200,3103000,4916300,6824500,4703200
31076000,22350000,23082000,33334000,35017000,23861000
62315000,40946000,49891000,64131000,56144000,62146000
0,9085800,0,0,0,0
0,0,0,0,0,1638100
20010000,21940000,25405000,28908000,30350000,31661000
0,0,0,0,0,7871900
35373000,32601000,31313000,37686000,51297000,23369000
0,0,0,2088200,0,0
15158000,13051000,12029000,9838400,10469000,8131800
33524000,28500000,23201000,50459000,67488000,47489000
0,0,0,0,1361600,1438000
519090000,411970000,394900000,474760000,441550000,470770000
445230000,429600000,402500000,473000000,501320000,450540000
101700000,107480000,80959000,71218000,127930000,75988000
4888400,5880300,4850500,6271300,8086000,6110100
62493000,39409000,35188000,28098000,35853000,32702000
125560000,117480000,127950000,75087000,57955000,74675000
188690000,152770000,167140000,349810000,335500000,326760000
34660000,37164000,28653000,67756000,72268000,65184000
4119200,0,3257600,3884700,4330700,2894100
22785000,28906000,22231000,30177000,33093000,24728000
9707800,11232000,10444000,6676600,8103600,5876400
51194000,41147000,34483000,23318000,27025000,24866000
21073000,16099000,8947600,9013800,10969000,8508700
6424100,4383500,6278200,0,0,0
69343000,79053000,87361000,113640000,97758000,138590000
0,0,1342500,2306100,1680000,1608600
2570400,1987400,3383400,2500100,3170900,3406800
5896500,7555300,8001200,18079000,16656000,19365000
956530000,1014700000,1186800000,1707400000,1578200000,1741100000
230850000,214790000,222780000,165960000,174460000,181030000
117440000,97871000,161910000,169940000,146260000,210500000
277500000,224020000,328600000,63097000,72494000,78104000
10699000,10844000,12850000,16010000,19413000,16802000
8946700,7693700,11556000,10369000,11045000,9810600
6573400,7845900,4932000,5383100,6314500,5117400
131460000,114260000,131960000,53185000,72677000,45926000
24137000,26128000,17098000,11743000,15262000,11139000
498040000,477740000,414240000,481520000,539610000,515110000
114410000,146220000,126050000,133510000,113350000,137310000
0,0,0,5659000,6474200,8450600
129040000,182800000,153860000,102260000,86966000,86731000
1851700,2939800,2755700,0,0,0
1645800000,1387400000,1921800000,1869300000,1779900000,2100800000
42497000,37466000,39539000,129480000,120630000,128330000
48270000,58137000,54286000,35827000,38858000,30562000
87741000,93440000,86211000,91610000,55057000,88649000
0,0,0,0,0,1864200
3217100,3534500,3739700,4122300,4427100,2580500
165330000,158560000,119430000,205150000,311250000,194650000
1026000000,898750000,834390000,285350000,311900000,252040000
283340000,297300000,255380000,274830000,256010000,267670000
59113000,62609000,69364000,57850000,59217000,61450000
11048000,11079000,11202000,9791100,10800000,9455000
1309200000,1449800000,1583300000,2035600000,2325400000,2007500000
55610000,66453000,65303000,62823000,55407000,59402000
175560000,191490000,207020000,290200000,346430000,387850000
435290000,348290000,326040000,296340000,291090000,282470000
17101000,15976000,11532000,30047000,34206000,25923000
0,0,0,0,0,4265200
59416000,54825000,41461000,40249000,38986000,31196000
6207600,7441600,7556500,21937000,28086000,19356000
3550300,3542900,2451700,2673100,2866800,2914500
1309500,0,1532900,0,0,0
170640000,154960000,167680000,240340000,256220000,250250000
30495000,37615000,33099000,37648000,46167000,36677000
44182000,53809000,53162000,110570000,93143000,93677000
36153000,38739000,36993000,49511000,49138000,50357000
108910000,104870000,96819000,61621000,76812000,60941000
198650000,190620000,153540000,162380000,180910000,129170000
9851000,9099300,6411400,11335000,10539000,11343000
21749000,18847000,19478000,18895000,24939000,20038000
373510000,353310000,350230000,344030000,350310000,335130000
0,0,0,0,0,1219100
7934300,9086700,6813500,3770100,6041400,4117200
12872000,12242000,12312000,10497000,10995000,12758000
339860000,418640000,398970000,673230000,589450000,609980000
486670000,486790000,520800000,581890000,690530000,663180000
256720000,276230000,256690000,347620000,393800000,463440000
182510000,163590000,225250000,272240000,220480000,270720000
488220000,546530000,581980000,824580000,696310000,876060000
769730000,960690000,863660000,1385500000,1086600000,1211000000
1031200000,1046400000,1295300000,1128300000,1316300000,1771200000
10926000000,9388100000,8818000000,5893400000,6474900000,5496600000
163070000,141250000,134760000,138940000,133570000,134570000
2355700,1493900,4786000,1089200,597980,1557600
3992900,4358600,4157300,5315900,6942900,5355500
1192200000,1328600000,1109500000,359680000,372660000,321040000
58587000,66302000,45175000,23909000,23309000,24937000
2370700,1941600,5529700,2077100,2744200,2159900
8049000,2766000,2968600,3801900,3282800,0
0,0,0,2418400,0,0
5591700,3895100,5373100,6408100,5805200,4542100
403050000,353880000,345940000,178330000,228130000,200910000
319150000,292610000,300690000,250580000,278490000,295770000
33349000,21517000,35469000,38225000,32921000,33569000
0,0,0,0,4191300,1714900
168860000,173050000,179290000,140830000,152340000,142590000
0,0,0,964060,0,0
61397000,37571000,82470000,48021000,41214000,76756000
2793500,0,2028900,1419700,1558100,1842300
75807000,107170000,103950000,120300000,87939000,103960000
0,0,0,2029300,2045600,0
530420000,687280000,656590000,714130000,710070000,798240000
14290000,14253000,16145000,11090000,11355000,10946000
0,0,0,0,933080,0
79265000,66024000,59793000,93175000,112720000,98888000
62347000,38548000,47224000,9039300,9398500,4698300
750940000,958570000,835420000,263660000,358120000,314680000
3807800,6714100,0,0,3307200,5175000
17654000,19083000,14205000,32126000,43980000,23443000
0,0,0,0,1941000,0
197610000,173140000,186370000,123780000,137220000,131410000
17040000,13771000,20169000,25382000,18319000,24386000
82255000,68720000,65588000,26793000,29232000,28553000
43398000,38156000,34706000,17687000,13360000,10945000
4712600,0,9055000,1224300,1136500,0
802560,0,0,0,0,0
5779200,6458600,6446600,4399400,5407700,0
227010000,252070000,223580000,271950000,272520000,285980000
12196000,13881000,14462000,18620000,21898000,17076000
54169000,50720000,50010000,27672000,24945000,28344000
1384000000,1238600000,1268100000,1852100000,1964700000,1874400000
2817000000,2277000000,2619300000,1787600000,1722000000,1905000000
63539000,66452000,77853000,53303000,56989000,42424000
2175000,2377900,3313100,10957000,8218300,8320600
17054000,18555000,17845000,30415000,25818000,18918000
12992000,11337000,12115000,15518000,13469000,11059000
1676900000,1678000000,1703500000,1451700000,1360300000,1416900000
47976000,38980000,33270000,61073000,70946000,52467000
0,0,0,0,4096000,0
229050000,295260000,250720000,292710000,378670000,313220000
18447000,13976000,18311000,7607000,7862700,5926800
8869600,17440000,16965000,14488000,13409000,0
12169000,10313000,12565000,11169000,13693000,10302000
268050000,275460000,267930000,167770000,188680000,160850000
54899000,65756000,66318000,120010000,97989000,140390000
0,1262700,1260200,4560500,4772000,6419100
77871000,96144000,90550000,104320000,115840000,88083000
185900000,168630000,205400000,718350000,800080000,755450000
1217200000,1083600000,1041700000,1638900000,1644100000,1702200000
0,0,0,0,0,523640
31443000,20610000,20160000,19059000,28073000,18543000
9294800,5516300,7567100,4963900,4685000,3974700
7342900,5783800,5860000,8596100,9877700,8582900
1365700000,1299200000,1201000000,1902800000,2205600000,1680300000
10858000,21933000,24487000,16083000,17159000,18508000
4051800,3114000,0,21831000,22563000,22150000
1302800000,1328700000,1467800000,1217800000,1305200000,1430500000
18353000,21475000,12898000,19888000,17946000,15521000
451240000,492630000,461860000,642850000,599160000,573290000
8555600,7628700,6257400,13197000,13496000,15327000
3458600,2968200,0,0,0,0
0,0,0,0,779740,0
529940000,953710000,365130000,345410000,401120000,494690000
216950000,248220000,200070000,372030000,401040000,399400000
5652300,7225100,6987100,5893700,4525500,5251500
1076000000,865060000,786620000,759790000,856290000,694780000
255540000,248630000,200920000,102330000,118140000,104460000
15084000,28356000,24088000,27462000,27225000,19275000
592700000,502310000,474320000,707640000,947000000,703920000
4036900,3707500,5685600,2173900,2396500,2762900
0,0,5592000,11911000,10700000,8953800
0,6062400,5499700,9293300,12240000,10158000
0,4509700,0,5986800,4130800,3864100
13895000,14949000,15961000,25706000,29312000,37294000
202940000,214780000,159020000,240720000,204440000,175870000
68773000,43145000,53069000,50316000,48738000,40653000
26191000,26071000,26038000,130080000,142810000,130840000
722230000,744690000,849780000,411190000,395000000,370770000
25647000,37242000,34712000,42950000,43993000,45640000
10714000,12136000,8931300,8163400,8850400,8526000
180420000,139570000,158350000,140140000,128040000,134700000
67431000,70935000,96603000,91908000,82823000,95151000
4667700,0,3855700,3074800,2765300,0
0,0,1221200,0,0,0
0,0,0,0,1156000,0
2320100,2785200,2270400,0,0,0
26489000,38700000,25337000,42736000,57610000,39408000
369860000,198970000,252970000,129700000,138310000,157520000
20334000,24183000,21153000,35257000,36860000,32214000
155900000,186520000,193850000,312190000,317400000,286350000
9454700,9530800,8001000,10278000,9329300,9031600
76904000,71449000,83110000,66215000,68760000,63153000
18576000,15973000,8952800,14947000,16829000,10829000
47893000,45124000,38938000,52482000,49160000,50403000
0,0,0,2423600,3238800,3056200
69530000,49242000,53218000,25149000,24483000,24002000
55272000,63415000,62518000,56055000,71845000,57422000
2327000,0,1695400,3612700,5674900,2376000
129650000,150650000,128200000,247930000,257270000,245940000
41871000,48126000,52049000,118570000,120080000,113760000
0,0,0,0,2427900,0
0,0,0,1884500,2699100,2364900
23224000,25501000,21995000,43702000,44857000,40417000
3982800,0,0,0,0,0
65082000,66136000,66622000,75589000,72241000,61766000
0,0,0,0,2772200,0
57347000,62234000,87255000,41826000,41957000,32209000
1341600,0,1322400,1404300,2461200,1128500
0,0,0,38364000,38258000,31828000
10033000,9627500,10843000,0,0,0
0,0,4129200,0,0,0
896530000,913640000,749320000,961530000,1029200000,841810000
48268000,38335000,43197000,22517000,19125000,27132000
15701000,19264000,22480000,10170000,11172000,9197500
42527000,28956000,35401000,52534000,52901000,42527000
6948600,7738900,3764100,3154300,3333200,0
22026000,17766000,15461000,453520000,492910000,408740000
1379600000,1741100000,1605700000,1398100000,1516500000,1379400000
17850000,16421000,12210000,8242600,6845100,9565800
758990000,757400000,663620000,671580000,828500000,610450000
22975000,24925000,15765000,21349000,22431000,18297000
22596000,21121000,17892000,31847000,32636000,26039000
411040000,446400000,348680000,295150000,358000000,320870000
29484000,26094000,25601000,24360000,29288000,27796000
39348000,39191000,27960000,42238000,46626000,44942000
460020,0,0,0,0,0
1819200,0,0,0,0,0
1669800,1041500,1408300,1249300,1277700,1322700
4270600,4642500,3666300,9525200,9572300,7368300
12323000,11857000,8770500,14164000,16966000,13176000
8333600,11049000,9027200,18675000,22909000,21954000
7267300,8019400,6301200,10466000,10269000,8779900
0,0,0,0,2105300,0
270360000,300910000,294480000,218320000,247010000,238150000
429710000,435990000,514290000,569600000,478000000,634070000
1248200000,986470000,1078700000,1596800000,1651100000,1495300000
1087700000,1042400000,944320000,1484500000,1511100000,1571800000
0,0,0,2841600,0,0
14398000,14746000,16481000,17968000,12825000,12526000
11703000,11421000,9289500,21340000,21329000,20129000
112630000,106270000,125450000,153090000,138240000,145790000
38051000,41248000,48613000,44250000,39178000,41668000
339400000,308550000,401100000,299090000,313880000,295920000
736140000,788940000,757520000,630650000,650520000,601760000
51765000,57882000,41071000,34934000,39282000,35168000
40519000,47805000,37980000,19074000,23015000,17008000
2641800,2298200,2239500,4133600,3161000,3068000
67319000,57347000,48824000,41993000,48356000,48540000
63537000,63731000,67628000,79136000,71609000,57991000
54345000,73965000,35895000,39085000,52278000,44038000
0,0,0,5228600,0,0
35934000,35340000,35613000,14582000,14845000,12287000
0,2583200,0,0,0,0
30623000,45695000,41607000,86196000,85858000,95925000
31665000,32363000,29984000,14344000,17418000,13799000
18271000,19225000,19509000,15392000,20028000,24147000
28314000,23128000,36439000,14058000,14622000,15697000
58611000,67892000,105900000,31023000,31315000,37233000
11399000,13669000,9578800,10868000,10943000,11729000
0,0,0,0,799040,0
72784000,65436000,87710000,58512000,39654000,46236000
132970000,141790000,149400000,209690000,195420000,211640000
144140000,128000000,160090000,148690000,145130000,126300000
95395000,82449000,112900000,54974000,39888000,56048000
712830000,808630000,964980000,506830000,451400000,515210000
168030000,126240000,156230000,139450000,134290000,158510000
12930000,13164000,13725000,13584000,16063000,0
8475800,0,12939000,0,0,0
5108800,4183900,5646100,1102300,1348900,1289800
42696000,39641000,56621000,14246000,10694000,11591000
0,0,0,0,0,249410
4894100,6084100,3929600,14641000,10578000,11344000
52266000,58011000,53634000,66884000,75859000,79187000
0,0,0,0,0,0
9318600,8616600,9800000,5697700,5350000,7081900
2082600,0,0,0,0,0
8099400,0,0,0,0,0
5532300,4891500,5645500,3970900,5589600,4227200
0,0,0,0,1648300,0
