Gene_names	logFC	adj.P.Val	Regulation
ANXA1	-3.4444741390462106	0.001673014595279087	Down
S100A16	-2.493712629634455	0.0016756945531391032	Down
ANXA6	-1.5781355097687566	0.0016839936399796727	Down
CALB1	4.541740568275327	0.0016877757485395464	Up
CRIP2	-1.5075956497620253	0.0016877757485395464	Down
SUOX	-2.042285653844394	0.0016877757485395464	Down
RDX	-1.259023454251217	0.0016877757485395464	Down
HMGB3	1.0182968938107897	0.001691722488449658	Up
UTP15	1.5601887432317636	0.0016959920190981654	Up
HBA1	3.030930665421111	0.0017028431570958644	Up
DAG1	-1.3868733835937377	0.0017028431570958644	Down
RPIA	2.020813755591977	0.0017028431570958644	Up
CTPS1	1.5958724578266168	0.0017028431570958644	Up
NIPSNAP3A	-1.9250278897603663	0.0017263563335850282	Down
STAT3	-1.769217648206799	0.0017628053450670577	Down
WIZ	1.1087345030899924	0.0017628053450670577	Up
SEC63	1.031581508825815	0.0017628053450670577	Up
AKAP6	-2.580957957601691	0.0017628053450670577	Down
BZW2	1.8551104736282333	0.0017853378327697888	Up
ETFDH	-2.3059329661931955	0.0017853378327697888	Down
TEX2	-3.6487444519675094	0.0017853378327697888	Down
PPWD1	1.1792263584735956	0.0017903308559504233	Up
G6PD	-1.2209738231000786	0.0017903308559504233	Down
GAS7	-3.0440034144600796	0.0017903308559504233	Down
KIF11	1.3673993161724372	0.0018007390975847825	Up
WDR3	1.5429950276952968	0.0018007390975847825	Up
GOSR1	3.040568960567513	0.0018007390975847825	Up
MSN	-1.1212643503910282	0.0018007390975847825	Down
SH3BP4	1.1069454722452245	0.0018007390975847825	Up
FKBP5	4.104142354770373	0.0018007390975847825	Up
PTMA	2.320176011244198	0.0018007390975847825	Up
KIFC1	6.304003756800719	0.0018007390975847825	Up
TLN1	-1.2699789153879495	0.0018007390975847825	Down
CHL1	-4.178104252804887	0.0018105736053910676	Down
RPS6	1.0378974291673924	0.0018166847926133556	Up
GRWD1	2.528430250686159	0.0018166847926133556	Up
MRS2	3.0914737071898966	0.0018166847926133556	Up
CLN5	-1.65081957649857	0.0018166847926133556	Down
UGDH	1.039576233962754	0.0018166847926133556	Up
SYNE2	1.4875448398660418	0.001820868917666115	Up
DSCC1	1.3868200168613605	0.0018322325316998478	Up
ARMT1	1.8580990042366707	0.0018384532680850091	Up
RBM6	1.1295904818410596	0.0018384532680850091	Up
ASAP2	-1.5487894590290026	0.0018384532680850091	Down
DDX18	1.4958665485018137	0.0018384532680850091	Up
GDF3	2.640563839648756	0.0018399734035626184	Up
PABPC4	1.2532231265685898	0.0018462260455818086	Up
SMC4	1.1494235989429158	0.0018462260455818086	Up
P4HB	-1.156706031148154	0.0018462260455818086	Down
POP1	1.0537036037918999	0.0018462260455818086	Up
HAT1	1.18931925984261	0.0018462260455818086	Up
NOL3	-3.041527617807823	0.0018462260455818086	Down
RRBP1	-1.243689066626853	0.0018462260455818086	Down
APPL2	-1.2707557872062196	0.0018462260455818086	Down
MTA3	2.7374070557338843	0.0018462260455818086	Up
ZNF217	2.4396033660296177	0.0018523311328684053	Up
LIG3	1.2658848055819216	0.0018563565185519264	Up
EFNB3	-3.8501934240956834	0.0018563565185519264	Down
TRIM28	1.1004190686698863	0.0018710235300834958	Up
PEPD	-1.5685271175815647	0.0018710235300834958	Down
NQO1	-1.246213947669968	0.0018710235300834958	Down
SPARC	-1.6646780739197855	0.0018959313580791243	Down
FMN2	-3.9770473028936153	0.0018959313580791243	Down
CROCC	2.7840872557941605	0.0018989738809031664	Up
LYAR	1.4760627700865392	0.0018989738809031664	Up
METAP1	1.355887982827344	0.0019292416937841041	Up
PALLD	-1.4352483172068584	0.0019379038331789012	Down
CTSB	-2.0046383012143125	0.0019379038331789012	Down
RRP1B	1.6781345707040791	0.0019379038331789012	Up
SCARB2	-1.6239997861169302	0.0019517575403947128	Down
CXADR	1.0474542490333898	0.0019517575403947128	Up
THOC3	1.0592097570145615	0.0019517575403947128	Up
SPTAN1	-1.4328154158828186	0.0019517575403947128	Down
DNTTIP2	1.5265934450138787	0.0019517575403947128	Up
LYPLA1	1.6059359681386123	0.0019517575403947128	Up
STK26	1.1572615511897066	0.0019517575403947128	Up
JAM2	-1.8084588548554368	0.001953439181909738	Down
ESYT2	-1.6442250874370938	0.001953439181909738	Down
PLK1	2.783016401498199	0.001953439181909738	Up
KPNA2	1.5736240075112797	0.001953439181909738	Up
PROS1	-3.799734168379712	0.001953439181909738	Down
TEX264	-2.773170595242446	0.001957993929314217	Down
HSDL2	-1.353059769096037	0.001976987231535554	Down
SP8	1.5924412423610552	0.0019941496852106623	Up
GINS2	2.1114816954459537	0.0020041164523595485	Up
ENTPD5	-2.280266118170878	0.0020271710407276417	Down
DIMT1	1.4724625637534696	0.0020271710407276417	Up
RCOR1	1.097287353936648	0.002034213256554602	Up
TBL3	1.3603302695404256	0.002068525528465544	Up
TRMT1L	3.41004873290591	0.002068525528465544	Up
RCOR2	2.1646475690090248	0.002068525528465544	Up
GCLC	-1.4008126538715082	0.002068525528465544	Down
SDAD1	1.2359652834336217	0.002069421981389917	Up
ZMYM2	2.0002349498883794	0.002069421981389917	Up
NSUN5	2.304270477228658	0.002069421981389917	Up
DIS3	1.0871433140251743	0.0020794823648688046	Up
MAP4	-1.1768983742775934	0.0020801393040851385	Down
RBP1	-2.0089144393557454	0.0020886450363412977	Down
NDUFA4	-2.7812621052171393	0.0021272966827481513	Down
SULF1	-3.9017806112976676	0.0021272966827481513	Down
MED4	2.3232533695189748	0.002159810130872959	Up
SULF2	-1.7579299245804993	0.0021722082621053527	Down
FBN2	2.884343165373254	0.0021722082621053527	Up
CNN3	-1.353690795691338	0.0021722082621053527	Down
FGFR3	2.681261318373802	0.0021722082621053527	Up
AK4	1.497155507703739	0.0021722082621053527	Up
PSME1	-1.0329714741572809	0.002177259569061904	Down
PNO1	1.4398280946559132	0.002177259569061904	Up
DCN	-4.537082836029912	0.002177259569061904	Down
NCAM2	-2.849709373607879	0.002177259569061904	Down
CD36	-4.745926552247166	0.002177259569061904	Down
NCAPG	1.6797258316664523	0.002177259569061904	Up
PRRT2	1.9271926777366286	0.002177259569061904	Up
CADM4	-1.1919261716996608	0.0021806000985772874	Down
NRP1	-2.96864307882494	0.002182781341941211	Down
EPPK1	1.3365280706389213	0.002182781341941211	Up
ALPPL2	5.309262128089607	0.002202014925025292	Up
PPIP5K2	1.8454677225911014	0.002202014925025292	Up
ASAH1	-1.812589015412665	0.002258964139701976	Down
DNMT3A	1.3977339967858242	0.002258964139701976	Up
ARRB2	1.6298582586993646	0.002280339516112452	Up
ELAVL3	1.1759437147282814	0.002280339516112452	Up
YWHAH	-1.061192003549909	0.002280339516112452	Down
SFXN3	-1.3478995895195107	0.002280339516112452	Down
BMP1	-1.4203913206908585	0.0023182241733998217	Down
AKAP12	-1.10585872825748	0.0023457366437046896	Down
TFPI2	-1.4967651888239515	0.002366698789675468	Down
SPG20	-1.158025054634976	0.002369444623786426	Down
ZNF532	1.4628292771669311	0.002369444623786426	Up
ACOT1	-1.9128443912709494	0.002369444623786426	Down
RPA2	1.1169431390410054	0.002369444623786426	Up
ZMYM3	1.3064010645019053	0.002369444623786426	Up
SSR3	2.721110869762895	0.002369444623786426	Up
PRCP	-1.9962074483430214	0.002369444623786426	Down
STRBP	1.098541598584185	0.002369444623786426	Up
SHH	-5.233347068006012	0.002371815145205647	Down
SSRP1	1.0393406095829483	0.0023961751974756157	Up
MKI67	1.6477319169717088	0.002422116888584732	Up
PCNA	1.2780810527472186	0.002447720579127881	Up
WBSCR17	-1.7807496930619813	0.0024534346286678027	Down
RRS1	1.2630663672654379	0.0024587553895017247	Up
CORO1C	1.01328487571275	0.0024783464287754364	Up
HCCS	1.054313376431574	0.0024783464287754364	Up
FECH	-1.1797265538978745	0.0024887002570387405	Down
UTP20	1.2076898699325405	0.0024887002570387405	Up
TNC	-2.8232203062885475	0.0024887002570387405	Down
IDH3G	-1.1023522683090548	0.0025142686715060847	Down
PLEKHA5	-1.3243550825988977	0.0025349667121335956	Down
PUS7	3.8066558583863315	0.0025524511251659816	Up
MCFD2	-5.462777108024326	0.0025524511251659816	Down
HEXA	-1.244302939284054	0.00256803696916377	Down
AKR1C2	1.0488101554053249	0.00256803696916377	Up
SMC5	1.3928016106603174	0.0025833187936307035	Up
STIM2	-1.7798651403078893	0.002592550589173715	Down
SAMHD1	1.2996189458053269	0.0026079912921019317	Up
TAGLN2	-1.4362714294746928	0.0026210786703982766	Down
DAAM1	1.189534309858048	0.002621762102328355	Up
CYB5R1	-1.6248131703184117	0.002626491752931291	Down
LIN28B	2.3513225459888254	0.0026357491202142545	Up
PFAS	1.006813536089627	0.0026357491202142545	Up
ESF1	1.4519959447830288	0.002647194248491724	Up
ITGB4	-4.498124596356607	0.0026511800316594662	Down
DDX47	1.7999138353996535	0.0026511800316594662	Up
PIK3C2B	2.0149221453388213	0.0026513671423072076	Up
PELP1	1.1560264829885323	0.0026513671423072076	Up
MAPKAPK3	1.6868662590040118	0.0026513671423072076	Up
UBXN4	-1.8576385335215602	0.0026513671423072076	Down
ACSS1	1.7082207404691492	0.0026513671423072076	Up
CSE1L	1.0896294656671577	0.0026513671423072076	Up
ARHGAP29	-3.989201170073568	0.0026607724878877225	Down
RETSAT	-1.7150153348828308	0.0026644597274376987	Down
MPZL1	-1.852981631169699	0.0026644597274376987	Down
LIMCH1	-1.0622040602032665	0.002689801975185002	Down
SNCG	2.5055329959681494	0.002695473099415595	Up
PHF6	1.2551034055421844	0.002718478353440397	Up
MTSS1L	-4.246954102060836	0.002718478353440397	Down
BAIAP3	-4.090262629322245	0.0027386585771670613	Down
FHL1	-1.514962432095086	0.0027386585771670613	Down
ESYT1	-1.1689447928142582	0.0027386585771670613	Down
BCL2L13	-2.2863256821113715	0.002755771345809568	Down
MGA	1.805395438554844	0.002755771345809568	Up
CHD4	1.0371767809815218	0.002781467611064587	Up
PLEC	-1.4477675435612607	0.002781467611064587	Down
NOB1	1.1663689276938374	0.0027845669030499578	Up
NXN	1.8010168252134828	0.0027845669030499578	Up
TCEA1	1.109243635117944	0.0027845669030499578	Up
AK7	-2.2293292510845086	0.002787186848027414	Down
RCL1	1.7423372265592625	0.002787186848027414	Up
DHX37	1.59407355139534	0.002787186848027414	Up
RRP1	1.4425564580796326	0.0028088880875153303	Up
PMM2	1.1397957896957571	0.0028088880875153303	Up
UBAP2	1.2898928374398815	0.0028088880875153303	Up
CMIP	-1.719339510496424	0.002809063171041666	Down
CD47	-1.8341581871627177	0.002809063171041666	Down
NTRK2	-2.8066586872559327	0.002809063171041666	Down
CAPN1	-1.1302655550118894	0.002809063171041666	Down
PLXDC2	-1.7431246790337351	0.0028273056663423728	Down
CBR3	-3.514931055209582	0.0028447853651751413	Down
SMS	1.1371993961181663	0.0028609294085623813	Up
ABCA8	-6.590922546654632	0.002864148372768541	Down
NAGA	-1.4167275725013915	0.002883180335840607	Down
NACC1	1.2369381132661146	0.002883180335840607	Up
SCML2	3.3825393313438012	0.002883180335840607	Up
SGSH	-1.9710958269165304	0.0029032613542527403	Down
ZNF687	1.590248191412178	0.002913760622182718	Up
GTF3C4	1.1587697146608917	0.0029373107229767235	Up
SIPA1L1	-4.59370126027778	0.0029373107229767235	Down
MDC1	1.1256649105145027	0.0029373107229767235	Up
NCAPH	1.3555504324502934	0.0029373107229767235	Up
TPP1	-2.23122822721457	0.0029373107229767235	Down
CSRP1	-1.213809691098677	0.0029373107229767235	Down
FLOT1	-1.2301030877991606	0.0029373107229767235	Down
PRSS23	1.4522529966581696	0.0029373107229767235	Up
GNL2	1.730370781400012	0.0029373107229767235	Up
PARP9	-1.9360507489058056	0.0029373107229767235	Down
WFS1	-1.6341181720697655	0.002944990839631571	Down
KIAA0020	1.1317502434355085	0.002955828218413002	Up
DDX54	1.2723779842293381	0.002955828218413002	Up
BLVRB	-2.3506949020324734	0.002979557615565116	Down
DPP6	-2.465969177838769	0.002979557615565116	Down
PRSS12	2.109383058893594	0.002984528858955341	Up
PARN	1.0053041344020683	0.002984528858955341	Up
RDH14	-1.12649816051027	0.0029869309879128544	Down
RPP25	1.5739421301083798	0.002992774015569881	Up
EXOSC3	1.651073736329387	0.0030618251399515467	Up
CERS1	-1.9129871711202795	0.003068552841112752	Down
DCC	2.612541141013769	0.003068552841112752	Up
EPB41	2.229752120744061	0.003082824836606855	Up
ACADVL	-1.0250750423010304	0.00309196026575173	Down
ALDH2	-1.021971040193825	0.00309196026575173	Down
SMCHD1	1.0536457448709886	0.003098374744044593	Up
GORASP2	-1.2629810077349444	0.0031162833607542182	Down
MGME1	1.0299233812635837	0.003120734347258454	Up
EFNB1	2.6385549493620535	0.003120734347258454	Up
PPID	1.1045436280079444	0.003120734347258454	Up
CARS	-1.1629043835586343	0.003120734347258454	Down
RFC2	1.2956251338047537	0.0031258502152936764	Up
INPP5F	1.4907812121014032	0.0031258502152936764	Up
PNMA1	-1.199952258611615	0.0031258502152936764	Down
CARHSP1	1.0247590627632612	0.0031258502152936764	Up
FLNB	-1.2463924801014077	0.003170224310058028	Down
UBR5	1.0602034286543613	0.0031779526201728497	Up
SPOCK2	-1.4807068367818261	0.003185112154054123	Down
ADAM9	-1.4297202059451675	0.0032110988152456135	Down
ADPRHL2	-1.0189435812350471	0.0032185201514146416	Down
AHNAK2	-1.010370579646318	0.0032695478339676612	Down
MLH1	1.0078852332991393	0.0032895393998235343	Up
UTY	1.3123880955181968	0.0033187817914816595	Up
MAD2L2	1.9787645072320041	0.003326411387010517	Up
CTBS	-1.6753544149518145	0.003326837502630808	Down
ALDOA	-1.2552621758801887	0.003326837502630808	Down
NLRP2	4.109324833622796	0.003326837502630808	Up
DNAJC3	-1.2232282016883786	0.0033348349644514736	Down
BAP18	1.0017598808370516	0.0033375605539720447	Up
AQR	1.459684153378935	0.0033664077443910497	Up
PALM	-1.4211862546965115	0.0033815315174487836	Down
LGALS3	-1.2556074375917206	0.0033861252395239604	Down
DDX49	3.2111273165975476	0.00339141766924476	Up
RPS4Y1	1.798089253462391	0.00339141766924476	Up
CADM3	-4.02665869919232	0.003408328994081007	Down
GCDH	1.0151289183847325	0.003408328994081007	Up
CLIP2	-1.3978030186216441	0.003408328994081007	Down
USP28	2.088534371866432	0.003415803434551184	Up
RAB4A	-1.0007294773923927	0.0034184215685103235	Down
LRWD1	1.6468209910307603	0.00342548422011327	Up
ZC3H11A	1.2076265964716306	0.00342608484431182	Up
WDR12	1.266908202666702	0.003426465477080525	Up
MRTO4	1.2894158608733997	0.0034459531464291534	Up
LAMP2	-1.588272856456565	0.0034459531464291534	Down
PAXBP1	1.0701491720120917	0.003452554159876898	Up
IVNS1ABP	2.261557691424205	0.0034798082984451627	Up
MGMT	1.961014048846777	0.0034798082984451627	Up
MSRA	-1.5940928563294676	0.0034798082984451627	Down
SMARCAD1	1.7206228575855391	0.003486326538088261	Up
CNN2	1.0818069567423052	0.0034920140136710655	Up
NLE1	2.2591755170569696	0.0034920140136710655	Up
SLC12A2	-1.1076286072515842	0.0034993325697005805	Down
CD59	-1.725324691068868	0.0035041428447948005	Down
FKBP15	-1.309402339957657	0.003518835433843826	Down
ARID1A	1.227162442091198	0.003518835433843826	Up
PCBD1	-3.068246576707671	0.0035415481584959592	Down
GTF2I	1.077058783172962	0.003573679535232282	Up
SALL4	3.1734655109637746	0.0035974178702769337	Up
MRC2	-1.7541983713217078	0.0035974178702769337	Down
NIFK	1.4144122857384076	0.0035974178702769337	Up
LRRC40	1.0629920278080018	0.0036290174363559644	Up
PTPN1	1.2406655625352947	0.0036315192854399223	Up
KLF4	2.806059223165171	0.0036315192854399223	Up
ABCB6	-1.3758228979543454	0.0036315192854399223	Down
SIPA1L2	-1.6052127488933579	0.0036315192854399223	Down
DPP7	-3.9444903676930565	0.0036315192854399223	Down
GSTT1	-1.077048087282575	0.0036315192854399223	Down
ZKSCAN1	1.4820266847192767	0.0036458258930660977	Up
S100A13	1.784537834901068	0.003653910456919677	Up
CADM1	-1.6266438615435432	0.003741351505247961	Down
TFG	-1.109704668061486	0.00374370914671133	Down
DOS	-1.370128654431693	0.00374370914671133	Down
BAZ1B	1.0625678268294874	0.00374370914671133	Up
GPC4	1.0742396413673834	0.00374370914671133	Up
P4HA1	-1.096994578162924	0.00374370914671133	Down
POU3F2	1.7580996937831113	0.00374370914671133	Up
OSBPL5	-1.1776404894001864	0.003744663098794461	Down
ORC3	1.585632581215768	0.003744663098794461	Up
DDX39A	1.9613534628211322	0.003744663098794461	Up
PCSK1N	-1.780111474448206	0.003744663098794461	Down
GINS3	2.7056730382459513	0.003744663098794461	Up
TRIM16	-2.251362974640641	0.003761734067713067	Down
