3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
-2.524509865190552,-2.228757444773919,-2.284282295969639,-1.6185476451445169,-1.8406285219206282,-1.7771246765106525
3.479665536435153,3.09346009491685,3.8191075477921537,2.584721341024675,2.521305013675697,2.80018901977693
-1.7437465131865615,-1.676120855860649,-2.172146264824633,-1.662538651600066,-3.7899099764155046,-3.810955297404219
3.7947425347290356,3.394144481595511,3.3534669144815688,3.8238481071367154,3.974351547205785,3.6289096402077057
1.7448700697242145,1.6618548548441936,1.9208374069002332,0.2272310315901862,-0.10565207501508311,0.2733081125822565
2.151006776752393,2.133979249805506,1.8520703519860326,1.0826666677520578,1.289692903569403,0.9528918922339322
-1.9981223112610493,-1.9214836543203262,-2.031923808433305,-0.7620803688904587,-0.8097689881020571,-0.8997682853621107
-0.45261683643690276,-0.2427187781555986,-0.19315020672762273,-0.6401501295920831,-1.0024930116018034,-0.7823729327939404
-3.849100492505437,-2.496447835310871,-3.195343236250139,-3.4585830307678407,-3.2070301407459496,-4.286288117328367
3.182448459613177,3.1606401328143434,2.778711894877272,2.4897035958201883,2.553028200610431,2.449313388293117
0.8561332311622287,0.9469781064734519,0.9331738805476064,1.1498415385998904,0.9615931594902634,0.9406560317149832
-1.217436680583262,-3.7884535996202886,-1.1705233306057892,-3.788936844145243,-4.262286171722464,-2.6682558013713837
-0.41501462130699807,-0.4183818263660868,-0.4990201532615437,-0.4898388161562579,-0.5739060610520248,-0.4865142375524094
-4.331647793886213,-4.192907992362219,-3.84237911806577,-3.6295112157392353,-2.934168385216683,-3.405011741945291
-2.549580767656998,-2.342606228416237,-2.074558684348652,-1.6672922495794644,-1.5319608204727366,-1.6699111382169782
-1.0385648818766775,-1.4821974409581848,-1.5976912239167333,-2.1231441041282864,-1.948311856422773,-2.165997018172302
-3.7343685962927635,-4.26237927793097,-4.324164245486007,-3.475816599383407,-3.8726469061219255,-3.628113716544213
1.3951193292949249,1.1915831277303397,1.396442528236829,1.8170346010638383,1.7304935491900757,1.834601288834289
3.725987608695654,3.4571225364616183,3.436191424482299,3.091194122921852,2.7955729173963277,2.776827729273201
-1.0825968016570648,-1.125850295689748,-1.079377950455676,-0.4942775965005666,-0.740490785839949,-0.8580921106569619
0.9702461949702119,0.6278742474513272,0.5044825937083388,0.13503876268972448,0.15282897640114257,0.4406991387602375
1.5727288586091177,1.4003456116642532,1.6529972781843938,2.6456697049031135,2.473395029085218,2.6679442490823995
-0.697579885594763,-0.5787288319408965,-1.0199901404193312,-1.1289418990686677,-1.105109283594782,-1.1782151005963009
-4.000506448008135,-3.6757716064128383,-3.727828438623942,-4.265955481534174,-4.450835398370643,-4.139745433229475
1.2048409276746135,1.0569401071715525,0.8635498674054176,-2.154796307827038,-2.0542763415557737,-2.511615946747689
-3.0691592680799538,-3.022447504941844,-3.063669795446196,-3.7511044224284227,-3.2442519939047685,-4.0445907451871825
-2.527906672858119,-1.9278081308977768,-1.8820854768184248,-2.0539924535352547,-2.146558306053315,-2.620760986368886
-0.01925784627253435,-0.3189215319503518,-0.3821467116520729,-0.16210548916404832,-0.43972597133876334,-0.8888698039842495
-2.8880213342659964,-3.3489240123920396,-2.7641426396824755,-3.5523527218283064,-3.6775963929425153,-3.6979387379789266
-3.2204048088364026,-4.333947523950119,-4.396919359010315,-4.262002273938598,-2.9873857454510286,-2.7868667600220007
-4.404518004473234,-4.333935270298515,-4.396906902147628,-2.088279807381987,-2.0823903474481398,-2.146176849225217
-2.8498050109676747,-2.786435904348707,-2.302076700419761,-3.6764593862099306,-2.6726370467697045,-2.613525772214107
-0.6696082810172115,-0.019853463046487718,-0.47529155326794736,-1.1216269318866452,-0.9850375527003941,-3.042674839674096
-2.5631727411831093,-1.6913400466788069,-1.4476010222345685,-1.0114861040113254,-1.514703672627025,-1.638312115134962
-0.2176918844148652,-0.6530158927550254,-0.17369472213708548,-1.7526330482778008,-2.194592956279749,-1.809319338422597
4.110044958529599,4.134720336476757,3.8792973505489243,4.527284846579995,4.743838647855348,4.236504011519489
-2.4351384030857304,-2.3356256994749174,-2.2914536196398707,-2.5241288521882908,-2.071773347475208,-2.369342233477134
-4.404505527904051,-2.9805145120579324,-3.021041397694675,-3.3609135105502688,-2.58879510250517,-3.2800800423994154
1.3299280418568493,1.0473056811916734,1.683606460109182,-0.4813691386306864,-1.3119515068452152,-0.740604561273269
2.550429462088406,2.3629857189076624,2.564190746318797,2.243012042032948,2.1852756212772633,2.150109377862897
1.5082443480490042,1.446608382199372,1.7610485533183216,1.5471693466110423,1.4311539887587337,1.3068750553619388
0.1899513447961354,-0.4172516985988928,-0.610962617960709,1.7276052686104393,1.573322796683108,1.7448693514063827
-0.0023331259392911363,0.03960222854581019,-0.1583625828108417,-0.530858091464534,-0.5348268252414989,-1.084131381777091
3.8455645133721,3.595390760921635,3.6090655038510775,4.225228577268066,4.252525303004614,4.157526457692377
-0.89280070658236,-0.6091769245811385,-1.1399966575124338,-0.2948642364400129,-0.4644853587009088,-0.30000882452190325
-0.3079231251894967,-0.18129257122254927,-0.320568968081119,-0.48063498941358773,-0.719155872423201,-0.14322011285768355
1.2197256442142823,1.1802276576661832,0.8237339662404999,1.423004093714546,1.5265898285203043,0.9860649433555473
0.49185764757416095,0.36821323858203314,0.49346574529023,0.670110594980958,0.7812605217060913,0.8754659516177092
1.4522893048111492,1.5471623447934988,1.5407106785781899,0.8296310863965992,0.7990202461761697,0.954966464918936
0.5270188772953084,0.6674174063268588,0.9479102063365765,0.198755117670256,0.04534643444424091,0.13766223174015835
0.7916464544491362,0.8657464934079222,0.6129271693195406,0.6443452660700473,1.1533960674354518,0.8362258392792263
1.935247709899027,2.0742420995686928,1.8075102651554715,1.850876042857788,1.7016252499622553,1.8489554843416194
-2.1399023474772925,-2.0184948015696342,-2.6399518389078906,-1.6374677714175014,-1.4388879001531656,-1.7952800234974546
1.2902201088416163,1.631680284683533,1.583012162385458,1.0533441825633432,1.434237570073094,1.743591124733527
4.8057426568876735,4.473765177429872,4.447110434009339,4.438891454153815,4.538882422247049,4.442269708694955
3.3153995237769074,3.4450437290936406,2.829426788571265,3.7298965137339124,3.7035530204877993,3.6052856589748785
1.8970245377589414,1.4701936535055609,1.7453579432690098,0.7518793051524852,0.8221032834111739,0.664103596186834
2.0234127489944065,1.3627074119435072,1.196777854323333,0.8414948759913763,0.8887391124816659,0.8248527048688423
-1.132592891120968,-3.586397243478567,-3.636971916588934,-3.024321169183154,-1.2630179047053538,-0.504346151836522
-3.5092439681605967,-2.365763837244426,-4.575467406781835,-2.245109329645473,-1.2147526845384036,-2.808903551643226
3.4779435027678005,3.4396560650255594,3.822475409407147,4.064838347850085,3.731025537169277,4.267313011732622
1.134939337836876,1.2544952723468015,1.402781789552293,2.060975109133331,1.935979986713626,2.014437764763823
-0.2780181589896529,-0.466305135857219,-1.096823502630425,-0.3333645424967351,-0.4745268529935629,-0.542315245556015
1.166011403991753,1.0364013828991503,1.3869070977571631,0.7380303311283818,0.5191064863179236,0.8529915266040078
-3.0264634330978155,-4.509582884685023,-3.8075938933282134,-1.3666842967160484,-1.5739810654912958,-1.0662249949442106
5.65757245714779,5.284701186103302,5.338304701622722,5.563967536596937,5.273627193418914,5.483642176117151
2.5895718426063716,2.12690486987702,2.621216344119272,2.3566183148763002,2.1617916452808643,2.365885892523032
1.7486497287382043,2.0640072075383635,1.7125220911497685,2.4234698979700653,2.3367656022433287,2.0928839091989566
-1.9236575460857388,-2.8477934859381655,-3.1350900968630597,-3.3985535307252057,-3.6306729000141615,-4.358068857968055
2.222431547443456,2.354867128784953,2.4880710033738147,2.4712064971029335,2.334766890307545,2.562041410427078
-0.4611810835220389,-0.5200684226987455,-1.304492993278437,-0.3238690198673808,-0.30157720990817083,-0.7401643125878792
5.070353345449234,5.0302053830706335,4.7497414355073175,5.087311930419769,5.20764982154877,5.027888651399277
-3.643368341146667,-3.8010556512195137,-3.2669661323830965,-2.7880484730412007,-2.4128296364018205,-2.440298439564959
0.2733281780374277,0.3742504701174205,0.785196491117464,1.2629028607099322,1.031623160135016,1.2220111741037911
-2.34417671424735,-3.030434658086648,-2.6535767270008392,-2.4519486436437354,-2.527008925294691,-2.7925156392773083
3.433068538465882,3.5187156406768736,3.2937110139794754,5.37789944485516,5.5572128735175,5.2698253596385705
2.754818876229475,2.6717743982915003,2.784940005207794,2.901048859863561,2.828527147858953,2.88352319371171
1.0495025381736234,0.7549308577991454,0.5799680922838881,1.3428680748869581,1.5496717040997972,1.0173536502320495
-2.237311272830887,-2.340890894386039,-2.899025082713237,-1.9497828094318699,-2.1539485742052236,-2.3361954925981827
-2.7841002624163664,-3.7542358326310716,-4.570871936418166,-4.333440612505285,-2.4924598846367623,-2.2797284192929865
-1.1564361228181923,-1.9915907445198897,-1.3251099151483032,-2.1169132628279463,-1.9953847583216167,-2.1506163628372192
0.10821736316842845,0.4410588363183372,0.35201615339078174,-0.09778964415969682,-0.33173589470825604,-0.18965058370004684
3.134064840199599,3.3451665795847205,3.1836084296979053,3.6227945138338917,3.6101241115828913,3.7506367503602966
-1.845659155062311,-1.892515797255598,-1.8082728754549358,-2.9125723124285727,-2.6199729238197307,-2.1804679152601096
0.5284932232936121,0.3528558386678142,0.1811520146051393,0.2843329456520962,0.278350399879308,0.23843898767698235
-1.662666633382436,-1.7981792550083853,-1.7506274203249959,-4.333428381095958,-3.026408311184062,-4.358056567933906
1.375195512747883,1.2792923089840684,2.114467458792955,-1.1911766894424325,-1.3413710701822836,-1.042283275501795
2.4616053329569,2.337204389194639,2.436254239924569,2.6126176789123328,2.5940253405968186,2.5085158481068177
0.6957643691524069,0.7444427063001164,0.23367297143325416,0.17943469463520145,0.702884918100974,0.029120001104548265
2.4078372283160476,2.3238789491805747,2.027492230113946,2.578900693188107,2.7998354800757177,2.703778000146091
-4.583348511509207,-4.505062381071886,-3.8597045898710576,-3.5786635115137884,-3.0557960020713075,-3.000617342755133
0.48472138594287273,0.5541817135875604,0.5710259278301208,-2.9824642911767567,-4.333620427928678,-3.608299011948673
-0.9098332974242709,-1.6388621262596104,-1.6482820152068882,-1.658277914773084,-1.8238095976539554,-2.1142214041587835
-0.32276825453325486,0.15537649081091587,0.24656711129852482,0.8451961162049848,0.6653245720378926,1.208362327629775
2.256494362660142,2.393649226871144,2.2753609347110952,2.531697684148977,2.431457955857212,2.438051263894586
-0.6033172602824344,-0.16865660418361372,-0.19945988941830706,-1.9099757605719212,-2.3682248950209903,-2.8954721705896844
-2.3775298058379235,-2.1758423759874574,-1.7355610442402103,-0.8128060024329287,-0.5507196425990664,-0.735988636934735
3.2079756014750735,3.0257176878850522,3.4272446452239187,4.304930443151399,4.121129517391829,4.5546595832949315
3.1496784911383955,2.925211406579322,2.863082690773666,3.444639856457055,3.305278644687313,3.4269455693275717
0.7612247684559605,0.6580039797151542,0.7194962153553419,0.8593270867702998,0.5346006595438269,0.41918203607581717
0.4566176557695556,0.7547766042369624,1.0910576616479268,1.8681972154401763,1.3375892773793083,1.4687713632121167
-2.398416944428167,-2.392063379208661,-4.57262619513271,-2.719234359465723,-2.9822438677337217,-2.650897551128697
-0.4071738685853141,-0.5446323339599104,-0.6267276505737627,-2.1044186331500754,-1.9237471574252716,-2.1722489372835874
0.4928324744582042,0.5093969873493656,-0.5234387042146444,-0.3149262433293849,-0.08872066205901774,-0.07813792734150482
-0.5239776666783236,-0.13818695817737137,-0.35458907498770387,0.25829258292871415,0.1792454938982786,0.3016998239941735
-3.81426023827237,-4.506788022242411,-4.035670192517503,-2.009499061937319,-2.0766331008834094,-2.225819854195091
3.1848632651286835,3.2115447179468504,3.4202757025582393,0.9585462075818718,0.6465136791262864,0.7177658361547259
0.06711730937008298,-0.445773924433869,0.12733142140760023,0.49054624460726615,0.16952206059350772,0.6317718834956274
-1.9131090027220345,-3.9785914813383245,-5.670944245457431,-0.041893661358116674,0.4705989434921314,0.3799273639872247
2.580315341495517,2.0667746852655107,2.375710904018355,1.6633179003308847,1.6851881584187751,1.7685562557732801
0.0,-0.6712422515851948,0.2209542448039059,-0.7241139697487746,-1.0041363882428698,-1.1919063646843817
-4.23705168614271,-5.587189008856893,-5.5280256816249045,-4.356932801754333,-4.333608214339949,-4.451028565976248
-0.7333817218062926,-0.3811234418414955,-0.3171767846323803,0.7570629027826712,0.686795288411183,0.8059471867995711
0.1586591700457589,-0.24248780529752878,-0.0325914549363695,0.08049195306275081,0.23490977784937428,0.08173729291008769
4.1238363879831255,3.5575348894166687,3.5553118796562835,4.0695060619692605,4.124965800763885,4.0995630710691735
-2.6970014335385883,-2.7575005952576213,-2.77755279148289,-2.5396048443731942,-2.583455779971267,-2.2182279197821018
-1.0511550334609865,-1.395055470229245,-0.7393470762048686,-1.545830699625288,-1.869256847636958,-1.6901560413177705
1.3905499100171497,1.337075618763663,1.8508834370510918,1.2057559104331936,1.1658728361060078,1.181368383493858
0.6773603327982727,0.704708246449691,0.6201551819316471,0.28357690109740474,0.2787663119510597,-0.14227458412095473
-4.578745771207866,-5.446601901757511,-4.645888681361205,-3.3044781091323685,-3.0759147919332115,-2.914420206354624
1.8825930267697437,1.8047868085321461,1.498166588831161,1.355642336318592,1.3661496223479048,1.2698697820155296
-4.58050280512288,-4.578855364101806,-4.987735243261982,-3.3419886967939583,-3.473913016788579,-3.3940274123495406
1.653279168340692,1.6253031403269702,1.2936139690394626,1.4986429466399152,1.6557696511057713,1.412614307019627
-0.6738680488343007,-1.0824850550077478,-0.7569327790436517,-0.8727058390822471,-0.8956229394213722,-0.24377473642913472
-1.9429311225774484,-1.6219187966425963,-1.8981888077615565,-2.145835532715502,-2.2125148606686125,-4.534225700944156
-1.574931841526496,-1.6000930988090722,-3.98082444600569,-1.3674644618352119,-1.4904564297047642,-1.534793670734441
-0.39738731924078863,-0.28063324262197753,-0.024408880410987877,0.9394053556667963,0.6389606021126966,0.9167412133293134
-0.3011487043075185,-0.4660354480443054,-0.6577111846181793,0.08613948756141454,0.15067188729589276,-0.10977878504912297
-0.7964088168499757,-0.8307258367103394,-0.7314238925575935,-1.7837861380721982,-1.7615684068851465,-1.4691735232411176
0.5126245655028043,0.5152367574947156,0.4965049794829426,0.05502237422919265,-0.11320351007527307,0.2573023657406104
-0.5126839213551406,0.04812415588208907,0.46098829202370695,-0.21584321792710526,0.03547395338523174,-0.381169044175941
-1.5749114144228358,-1.7241594481723688,-1.7854062250432357,-0.9592885518918912,-0.8502372696821787,-0.6196676183815342
-0.042655305936225574,-0.03564180361936309,0.2847954212816717,0.05198125242674223,0.5134628569948774,0.10213563371693724
-1.4472033174071015,-1.4984139315345963,-1.9282513714505747,-1.0797495343261119,-1.199494403325442,-0.8799916533862238
-4.042697349380427,-4.915125320367365,-4.908213686101609,-3.0336049977573403,-3.4224319119017643,-3.1848643005410757
-1.4233761946256749,-1.2251019640392293,-0.8153143287802038,-1.9704537554298156,-2.3668255316421636,-2.1078178285475637
2.5141616622163134,2.1605819217152735,1.9824032823176587,2.1649778934229076,2.3307611401498676,2.0870655219156546
1.8130541605207142,1.1878745448211419,1.5796269127954972,2.14150570149641,2.1706429937538587,2.2193822439203856
0.08345221283651227,0.15292034148393796,0.28585538554956713,0.8259267373069079,0.7517531924238554,0.4804819842956469
-3.5562191895666295,-3.401934214939015,-3.601151689954463,-2.2570030056463857,-1.6383093995688824,-3.047529678616847
-5.680558371553236,-2.030089365113131,-5.290832060281074,-1.685660869975326,-1.3812421387398501,-1.7691758005687461
2.254627725391039,2.1028679096449245,2.7523167380993385,0.38891315957663863,-0.16578461409421763,0.19299914600917134
2.0626106014806815,2.1204692225910478,2.3747936175353423,3.1846217503030765,3.012791912695274,3.086708839424354
-2.0207593442030998,-1.5023906838268992,-2.2273001433282573,-0.3991262811072396,0.06392607189487975,-1.609499696247319
-0.30427792049365365,-0.8547674183281266,-0.2835210268097299,-3.5872472515884937,-2.984612416716089,-3.7766359338017477
1.3480873208560702,1.4458680793397214,0.7967488006508567,1.0842800736691203,1.2658431526654716,0.8828802923539172
-2.097382128295024,-1.9282538656469228,-1.960858101018566,-1.5109144581417482,-1.4838623529208768,-1.6340730178378458
-2.7923415472925406,-2.9291702830703663,-2.1826947763429523,-1.7510386899782766,-2.0742144559688747,-2.2863979242436336
4.738524559649726,4.710515915248063,4.774122488212349,4.39384446545094,4.4518010256389715,4.452325898690855
1.8810116035792355,1.8653714689534837,1.8855761547694243,1.452036658734567,1.833666984737075,1.352712861886861
-0.7598412652274575,-0.49472325486994606,-0.9290279781947923,-0.4417142583568747,-0.7230020909830728,-0.7395041913542748
-1.750605759867348,-1.9953998931781136,-1.5632281283023914,-1.4174853795992561,-1.2954345633972615,-1.994220445591754
-2.6032752821163037,-2.7023310048331517,-2.8646980518156866,-3.2327562032081794,-3.172562870979199,-3.1313509946310063
-1.8016579032020523,-1.8717189287875584,-1.262099105750078,-2.547002017145907,-2.903410209052396,-2.577097683169889
-1.0347670185898679,-0.8974046911502569,-1.2871500335332584,-1.4907069102259172,-1.2779266249217365,-1.7731109874033208
-1.7762582747264233,-1.47880177373262,-2.1926370651509117,-0.8278995201295203,-3.588514236281659,-0.7586599448153102
-1.1150806525154557,-1.0104495589554503,-0.994029402815034,0.026902512152766178,0.2601938392275507,0.1613018138615736
0.6160511291258786,0.635769550240461,0.3863350694284442,0.4719415068458055,0.5191504903745034,0.42719061432857686
0.24398499477160485,-0.05558953451532034,0.48799832752326466,0.045688619793605056,-0.3846795796040823,0.6768525762606146
3.6918009108334076,3.6968310391133947,3.4071976107428164,3.415357937236557,3.5988738588040228,3.1273852888822553
1.123151933638045,0.8442321271530595,1.1655065705646628,0.535876023126157,0.051201139726021694,0.418639975204659
-1.568592913753573,-1.1938316918070662,-1.2001469725373468,-1.5194845012279856,-1.6554705524142292,-2.0383266882559425
0.2996374035720031,0.21018130067442797,0.08096943629016806,0.7739647680411892,0.3777959398753552,0.4069609755358101
-1.1452157403624774,-1.0827606940806298,-1.1993192959645356,-0.9393557226913423,-0.847738309258883,-1.1727539762557875
1.7743326513349338,2.1188820333002205,1.789352592549264,1.8516413983254303,1.9701005477407705,1.8795001929968862
0.5163684611875787,0.07234023107903553,0.4061719214752024,0.22986855159991038,0.40624518082634253,0.39653859899587474
4.63445948742401,4.560157793566109,4.571500618413424,5.099579442645133,5.100893445106152,4.951849196886073
3.8060123013451914,3.2522023129595787,3.5253934377737117,4.088143328738102,4.016926937818564,4.067151200894902
-0.8630637586066392,-0.3986025992924276,-0.6064010607516401,-0.030029548364446157,0.13714518505161521,0.16606580822489292
-5.537413713552103,-3.9246404435442614,-3.107207264102163,-0.09021053066691564,-0.24092494670960463,-0.42702255309258064
0.30652856375356663,0.3728942940319051,0.4449457656849809,0.8304077927356381,0.932845250734573,1.052177960339744
0.7319653143611085,0.5456919796431663,0.730970225891312,0.28438693367668577,0.12105709090590366,0.16659417116146358
1.8099678046348195,1.8246718222444898,1.9188609397444125,1.094323186169298,0.8252387261128753,0.9443240040299266
0.7231037270884606,0.9908934360038479,1.1362668202006319,1.7262943415247847,1.8145036696028036,1.7326108459791598
-4.653881191067057,-1.720487674752217,-2.416034699376535,-0.6468261939726183,-1.3043000061355912,-4.529691775419022
3.485860134049272,3.1333860899396306,3.3808108444370646,-1.5067231856456615,-1.6072749898234058,-1.5819218640446984
-0.26173222798792395,-0.393464791315175,-0.5341301049996083,-0.5506573781587214,-0.655490517966193,-0.7005467281505844
1.2530751561930877,1.0779305518431883,1.0697092569099453,2.1395223897624085,2.0622509395323085,2.2193822439203856
-4.996268547054559,-3.578106267115956,-4.39056331692416,-2.1074471568501387,-2.7024555847855574,-3.356767615242372
0.6067609051087466,0.5097169615270083,0.4625679753202441,-0.18069059242431962,-0.09476886113673189,-0.27388616525639975
4.529354498091163,4.4418434849535515,4.353766208231356,3.7859310204118692,3.8796765923103678,3.7651974996291457
-1.8300214952973057,-2.085188453386685,-1.6811753215442984,-1.529870382625468,-0.877435998922234,-1.515547467568215
-2.838873216231306,-2.666359020542842,-2.928432253321663,-2.857352804784753,-2.4747193712017754,-2.720664267653543
0.06298811120125691,-0.12095926986332373,0.22607844935438948,-0.06536816803091128,0.22539374667509549,0.3783570422192497
-1.7927930982738758,-2.2547648487067598,-2.116367902069399,-4.508757167854499,-4.508681555152367,-2.729070155940054
-1.1681604235469933,-1.4334005671582766,-1.6156010404032735,-1.1602526582474795,-0.8722320919023261,-1.658489705327053
1.189229846977419,1.0661998754804856,1.3392555781116755,0.758929110499615,0.8550042275137244,0.7235227113672771
-0.4468108382899487,-0.5513874715132303,-0.45856501271396155,-0.2864196394361542,-0.5236328577855396,-0.8359319188771366
0.888864432145418,0.7597814219345658,1.053520806439419,0.6859731261025424,0.4429851741960391,0.5711161463383689
0.894075992172592,0.5974459430265533,0.8628771254937107,0.5032659166421141,0.19497648658024858,0.4424939882618588
3.2074560991553938,3.0441376864811573,3.071133701046211,2.791164910192453,2.661462329026513,2.614620385695517
2.872310735928366,2.5679431607442744,2.647061579643612,2.2441227686989222,2.087753977398428,2.3482690936657065
0.13612530827746738,0.08846539722649638,0.5086938667880645,-0.8119977376170411,-0.3134397474961794,-0.2490108171749128
