"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Component","GO:1903561",56,2120,9606,"9606.ENSP00000215909,9606.ENSP00000216286,9606.ENSP00000220166,9606.ENSP00000220772,9606.ENSP00000222553,9606.ENSP00000236671,9606.ENSP00000252699,9606.ENSP00000252804,9606.ENSP00000261023,9606.ENSP00000261416,9606.ENSP00000262207,9606.ENSP00000262776,9606.ENSP00000264071,9606.ENSP00000268182,9606.ENSP00000274353,9606.ENSP00000285379,9606.ENSP00000297785,9606.ENSP00000301149,9606.ENSP00000305988,9606.ENSP00000306920,9606.ENSP00000309096,9606.ENSP00000311344,9606.ENSP00000313601,9606.ENSP00000319814,9606.ENSP00000322273,9606.ENSP00000324105,9606.ENSP00000334153,9606.ENSP00000345344,9606.ENSP00000349259,9606.ENSP00000357980,9606.ENSP00000358866,9606.ENSP00000361562,9606.ENSP00000362409,9606.ENSP00000363603,9606.ENSP00000363832,9606.ENSP00000366243,9606.ENSP00000370074,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000376132,9606.ENSP00000378760,9606.ENSP00000395473,9606.ENSP00000398632,9606.ENSP00000416293,9606.ENSP00000418944,9606.ENSP00000436455,9606.ENSP00000445175,9606.ENSP00000451712,9606.ENSP00000452786,9606.ENSP00000478104,9606.ENSP00000482841,9606.ENSP00000484343,9606.ENSP00000494175,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000499092","LGALS1,NID2,CTSH,SFRP1,NAMPT,CTSD,ACTN4,PXDN,ITGAV,HEXB,CRISPLD1,LGALS3BP,TUBB4A,IQGAP1,BHMT,CA2,ALDH1A1,GPD1,ALCAM,GLB1,B4GAT1,PPP2R1B,CC2D1A,PCK1,OLFML3,ENO3,RFTN1,CTSL,SPTBN1,HTRA1,FLNA,CTSA,NIBAN2,FUCA1,AOX1,CEMIP2,SERPINB9,PGM2,PARP4,MYO1B,MVP,MAN2B1,CD44,SLC2A1,PEG10,NUCB2,LDHA,NDRG2,ITGB3,VPS13D,CRABP2,SERPINB6,HBB,B2M,CAPN5,GPRC5C",1.18e-11,2.42e-08,"Extracellular vesicle"
"Component","GO:0070062",54,2096,9606,"9606.ENSP00000215909,9606.ENSP00000216286,9606.ENSP00000220166,9606.ENSP00000220772,9606.ENSP00000222553,9606.ENSP00000236671,9606.ENSP00000252699,9606.ENSP00000252804,9606.ENSP00000261023,9606.ENSP00000261416,9606.ENSP00000262207,9606.ENSP00000262776,9606.ENSP00000264071,9606.ENSP00000268182,9606.ENSP00000274353,9606.ENSP00000285379,9606.ENSP00000297785,9606.ENSP00000301149,9606.ENSP00000305988,9606.ENSP00000306920,9606.ENSP00000309096,9606.ENSP00000311344,9606.ENSP00000313601,9606.ENSP00000319814,9606.ENSP00000324105,9606.ENSP00000334153,9606.ENSP00000345344,9606.ENSP00000349259,9606.ENSP00000357980,9606.ENSP00000358866,9606.ENSP00000361562,9606.ENSP00000362409,9606.ENSP00000363603,9606.ENSP00000363832,9606.ENSP00000366243,9606.ENSP00000370074,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000376132,9606.ENSP00000378760,9606.ENSP00000395473,9606.ENSP00000398632,9606.ENSP00000416293,9606.ENSP00000436455,9606.ENSP00000445175,9606.ENSP00000451712,9606.ENSP00000452786,9606.ENSP00000478104,9606.ENSP00000482841,9606.ENSP00000484343,9606.ENSP00000494175,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000499092","LGALS1,NID2,CTSH,SFRP1,NAMPT,CTSD,ACTN4,PXDN,ITGAV,HEXB,CRISPLD1,LGALS3BP,TUBB4A,IQGAP1,BHMT,CA2,ALDH1A1,GPD1,ALCAM,GLB1,B4GAT1,PPP2R1B,CC2D1A,PCK1,ENO3,RFTN1,CTSL,SPTBN1,HTRA1,FLNA,CTSA,NIBAN2,FUCA1,AOX1,CEMIP2,SERPINB9,PGM2,PARP4,MYO1B,MVP,MAN2B1,CD44,SLC2A1,NUCB2,LDHA,NDRG2,ITGB3,VPS13D,CRABP2,SERPINB6,HBB,B2M,CAPN5,GPRC5C",7.91e-11,4.05e-08,"Extracellular exosome"
"Component","GO:0070013",100,5660,9606,"9606.ENSP00000173229,9606.ENSP00000199448,9606.ENSP00000215909,9606.ENSP00000216122,9606.ENSP00000216639,9606.ENSP00000220166,9606.ENSP00000222553,9606.ENSP00000233146,9606.ENSP00000234420,9606.ENSP00000236671,9606.ENSP00000239690,9606.ENSP00000252699,9606.ENSP00000254480,9606.ENSP00000255120,9606.ENSP00000261416,9606.ENSP00000262105,9606.ENSP00000262776,9606.ENSP00000264156,9606.ENSP00000265056,9606.ENSP00000265071,9606.ENSP00000271452,9606.ENSP00000271715,9606.ENSP00000282486,9606.ENSP00000290341,9606.ENSP00000291700,9606.ENSP00000292377,9606.ENSP00000305480,9606.ENSP00000306625,9606.ENSP00000306920,9606.ENSP00000307288,9606.ENSP00000308024,9606.ENSP00000308208,9606.ENSP00000313601,9606.ENSP00000315644,9606.ENSP00000317721,9606.ENSP00000323889,9606.ENSP00000325017,9606.ENSP00000328547,9606.ENSP00000337354,9606.ENSP00000337451,9606.ENSP00000339917,9606.ENSP00000340507,9606.ENSP00000340896,9606.ENSP00000344504,9606.ENSP00000345344,9606.ENSP00000346120,9606.ENSP00000348381,9606.ENSP00000349259,9606.ENSP00000353246,9606.ENSP00000353793,9606.ENSP00000354040,9606.ENSP00000355541,9606.ENSP00000355759,9606.ENSP00000356233,9606.ENSP00000357113,9606.ENSP00000358262,9606.ENSP00000358812,9606.ENSP00000358866,9606.ENSP00000359300,9606.ENSP00000360293,9606.ENSP00000361562,9606.ENSP00000362409,9606.ENSP00000363314,9606.ENSP00000363603,9606.ENSP00000363642,9606.ENSP00000364490,9606.ENSP00000364585,9606.ENSP00000366243,9606.ENSP00000366927,9606.ENSP00000369786,9606.ENSP00000370074,9606.ENSP00000370737,9606.ENSP00000370968,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000377944,9606.ENSP00000378725,9606.ENSP00000378760,9606.ENSP00000381984,9606.ENSP00000392028,9606.ENSP00000395473,9606.ENSP00000395772,9606.ENSP00000405674,9606.ENSP00000418648,9606.ENSP00000418944,9606.ENSP00000423067,9606.ENSP00000435412,9606.ENSP00000438875,9606.ENSP00000439800,9606.ENSP00000446880,9606.ENSP00000452786,9606.ENSP00000460236,9606.ENSP00000463154,9606.ENSP00000468348,9606.ENSP00000472445,9606.ENSP00000480987,9606.ENSP00000482515,9606.ENSP00000482841,9606.ENSP00000494175,9606.ENSP00000497910","NTN1,EPDR1,LGALS1,MCM5,VRK1,CTSH,NAMPT,MSH2,MSH6,CTSD,NUDCD1,ACTN4,SMARCC1,NASP,HEXB,MCM4,LGALS3BP,MCM6,MCM2,CDH6,NUF2,POGZ,MBNL1,IGF2BP1,S100B,GPC2,FEN1,ASPSCR1,GLB1,MCM7,PCSK1,MMP14,CC2D1A,TYMS,PIPOX,TRIM25,NCAPD2,DNMT3B,LIPA,EPHA3,TAF9B,TRIM24,ASH2L,H1-0,CTSL,DDX21,ADD3,SPTBN1,MAK16,WDHD1,GTPBP4,HEATR1,PARP1,KDM5B,IFI16,CHD1L,PDCD11,FLNA,CETN2,SORBS1,CTSA,NIBAN2,LIN28A,FUCA1,BMS1,ALDH4A1,RCC2,CEMIP2,ALDH1B1,PIR,SERPINB9,GLDC,MYBBP1A,PGM2,PARP4,UTP14A,KTN1,MVP,RPRD1A,CHD7,MAN2B1,GNL3,NOL7,UBN2,PEG10,WDR36,RPS6KA1,NOVA1,ZMYND8,BAZ2A,ITGB3,SPON1,ANP32E,MAP2K6,POLD1,MCM3,SPATS2L,CRABP2,HBB,B2M",1.22e-10,5.01e-08,"Intracellular organelle lumen"
"Component","GO:0005576",81,4175,9606,"9606.ENSP00000173229,9606.ENSP00000199448,9606.ENSP00000215909,9606.ENSP00000216286,9606.ENSP00000220166,9606.ENSP00000220772,9606.ENSP00000222553,9606.ENSP00000236671,9606.ENSP00000252699,9606.ENSP00000252804,9606.ENSP00000261023,9606.ENSP00000261416,9606.ENSP00000262207,9606.ENSP00000262776,9606.ENSP00000262932,9606.ENSP00000264071,9606.ENSP00000268182,9606.ENSP00000274063,9606.ENSP00000274353,9606.ENSP00000276914,9606.ENSP00000285379,9606.ENSP00000291700,9606.ENSP00000292377,9606.ENSP00000297785,9606.ENSP00000301149,9606.ENSP00000305988,9606.ENSP00000306920,9606.ENSP00000308024,9606.ENSP00000308208,9606.ENSP00000309096,9606.ENSP00000311344,9606.ENSP00000313601,9606.ENSP00000319814,9606.ENSP00000322273,9606.ENSP00000324105,9606.ENSP00000334153,9606.ENSP00000337451,9606.ENSP00000340292,9606.ENSP00000345344,9606.ENSP00000349259,9606.ENSP00000351807,9606.ENSP00000352584,9606.ENSP00000357980,9606.ENSP00000358866,9606.ENSP00000361562,9606.ENSP00000362409,9606.ENSP00000363603,9606.ENSP00000363832,9606.ENSP00000366243,9606.ENSP00000367197,9606.ENSP00000368314,9606.ENSP00000369014,9606.ENSP00000370074,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000376132,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000378760,9606.ENSP00000395473,9606.ENSP00000395772,9606.ENSP00000398632,9606.ENSP00000399485,9606.ENSP00000409007,9606.ENSP00000416293,9606.ENSP00000418648,9606.ENSP00000418944,9606.ENSP00000436455,9606.ENSP00000445175,9606.ENSP00000451712,9606.ENSP00000452786,9606.ENSP00000460236,9606.ENSP00000478104,9606.ENSP00000479745,9606.ENSP00000482841,9606.ENSP00000484343,9606.ENSP00000488838,9606.ENSP00000494175,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000499092","NTN1,EPDR1,LGALS1,NID2,CTSH,SFRP1,NAMPT,CTSD,ACTN4,PXDN,ITGAV,HEXB,CRISPLD1,LGALS3BP,CNPY4,TUBB4A,IQGAP1,SFRP2,BHMT,PLIN2,CA2,S100B,GPC2,ALDH1A1,GPD1,ALCAM,GLB1,PCSK1,MMP14,B4GAT1,PPP2R1B,CC2D1A,PCK1,OLFML3,ENO3,RFTN1,EPHA3,DLK1,CTSL,SPTBN1,ELN,AKR1B10,HTRA1,FLNA,CTSA,NIBAN2,FUCA1,AOX1,CEMIP2,SCGN,NRCAM,NDNF,SERPINB9,PGM2,PARP4,MYO1B,PTPRZ1,SPOCK1,MVP,MAN2B1,GNL3,CD44,LY6H,GDNF,SLC2A1,UBN2,PEG10,NUCB2,LDHA,NDRG2,ITGB3,SPON1,VPS13D,PRSS56,CRABP2,SERPINB6,PON2,HBB,B2M,CAPN5,GPRC5C",3.68e-10,9.41e-08,"Extracellular region"
"Component","GO:0005615",68,3247,9606,"9606.ENSP00000215909,9606.ENSP00000216286,9606.ENSP00000220166,9606.ENSP00000220772,9606.ENSP00000222553,9606.ENSP00000236671,9606.ENSP00000252699,9606.ENSP00000252804,9606.ENSP00000261023,9606.ENSP00000261416,9606.ENSP00000262207,9606.ENSP00000262776,9606.ENSP00000264071,9606.ENSP00000268182,9606.ENSP00000274063,9606.ENSP00000274353,9606.ENSP00000285379,9606.ENSP00000291700,9606.ENSP00000292377,9606.ENSP00000297785,9606.ENSP00000301149,9606.ENSP00000305988,9606.ENSP00000306920,9606.ENSP00000308024,9606.ENSP00000308208,9606.ENSP00000309096,9606.ENSP00000311344,9606.ENSP00000313601,9606.ENSP00000319814,9606.ENSP00000322273,9606.ENSP00000324105,9606.ENSP00000334153,9606.ENSP00000340292,9606.ENSP00000345344,9606.ENSP00000349259,9606.ENSP00000357980,9606.ENSP00000358866,9606.ENSP00000361562,9606.ENSP00000362409,9606.ENSP00000363603,9606.ENSP00000363832,9606.ENSP00000366243,9606.ENSP00000369014,9606.ENSP00000370074,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000376132,9606.ENSP00000378401,9606.ENSP00000378760,9606.ENSP00000395473,9606.ENSP00000395772,9606.ENSP00000398632,9606.ENSP00000409007,9606.ENSP00000416293,9606.ENSP00000418648,9606.ENSP00000436455,9606.ENSP00000445175,9606.ENSP00000451712,9606.ENSP00000452786,9606.ENSP00000460236,9606.ENSP00000478104,9606.ENSP00000479745,9606.ENSP00000482841,9606.ENSP00000484343,9606.ENSP00000494175,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000499092","LGALS1,NID2,CTSH,SFRP1,NAMPT,CTSD,ACTN4,PXDN,ITGAV,HEXB,CRISPLD1,LGALS3BP,TUBB4A,IQGAP1,SFRP2,BHMT,CA2,S100B,GPC2,ALDH1A1,GPD1,ALCAM,GLB1,PCSK1,MMP14,B4GAT1,PPP2R1B,CC2D1A,PCK1,OLFML3,ENO3,RFTN1,DLK1,CTSL,SPTBN1,HTRA1,FLNA,CTSA,NIBAN2,FUCA1,AOX1,CEMIP2,NDNF,SERPINB9,PGM2,PARP4,MYO1B,SPOCK1,MVP,MAN2B1,GNL3,CD44,GDNF,SLC2A1,UBN2,NUCB2,LDHA,NDRG2,ITGB3,SPON1,VPS13D,PRSS56,CRABP2,SERPINB6,HBB,B2M,CAPN5,GPRC5C",9.61e-10,2.19e-07,"Extracellular space"
"Component","GO:0005829",95,5438,9606,"9606.ENSP00000173229,9606.ENSP00000216122,9606.ENSP00000216639,9606.ENSP00000220166,9606.ENSP00000220772,9606.ENSP00000222553,9606.ENSP00000234420,9606.ENSP00000239690,9606.ENSP00000252699,9606.ENSP00000258729,9606.ENSP00000259365,9606.ENSP00000261023,9606.ENSP00000262995,9606.ENSP00000264071,9606.ENSP00000268182,9606.ENSP00000271452,9606.ENSP00000271715,9606.ENSP00000274353,9606.ENSP00000276914,9606.ENSP00000282486,9606.ENSP00000284767,9606.ENSP00000285379,9606.ENSP00000290341,9606.ENSP00000291700,9606.ENSP00000297785,9606.ENSP00000299529,9606.ENSP00000300231,9606.ENSP00000301149,9606.ENSP00000306625,9606.ENSP00000307288,9606.ENSP00000308208,9606.ENSP00000313601,9606.ENSP00000315644,9606.ENSP00000317721,9606.ENSP00000319814,9606.ENSP00000321703,9606.ENSP00000323889,9606.ENSP00000324105,9606.ENSP00000325017,9606.ENSP00000327145,9606.ENSP00000337354,9606.ENSP00000337451,9606.ENSP00000340507,9606.ENSP00000343158,9606.ENSP00000346120,9606.ENSP00000348381,9606.ENSP00000349259,9606.ENSP00000352584,9606.ENSP00000354040,9606.ENSP00000356233,9606.ENSP00000357113,9606.ENSP00000357448,9606.ENSP00000357980,9606.ENSP00000358081,9606.ENSP00000358262,9606.ENSP00000358812,9606.ENSP00000358866,9606.ENSP00000359300,9606.ENSP00000360293,9606.ENSP00000361298,9606.ENSP00000362409,9606.ENSP00000363314,9606.ENSP00000363832,9606.ENSP00000364490,9606.ENSP00000364585,9606.ENSP00000366243,9606.ENSP00000366927,9606.ENSP00000367197,9606.ENSP00000369786,9606.ENSP00000370074,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000377789,9606.ENSP00000377944,9606.ENSP00000378760,9606.ENSP00000381601,9606.ENSP00000398632,9606.ENSP00000416293,9606.ENSP00000418944,9606.ENSP00000432845,9606.ENSP00000435412,9606.ENSP00000436455,9606.ENSP00000437968,9606.ENSP00000444156,9606.ENSP00000445175,9606.ENSP00000446880,9606.ENSP00000451712,9606.ENSP00000468348,9606.ENSP00000472445,9606.ENSP00000482515,9606.ENSP00000482841,9606.ENSP00000484343,9606.ENSP00000490614,9606.ENSP00000494175,9606.ENSP00000497910","NTN1,MCM5,VRK1,CTSH,SFRP1,NAMPT,MSH6,NUDCD1,ACTN4,IGF2BP3,TMOD1,ITGAV,GAB1,TUBB4A,IQGAP1,NUF2,POGZ,BHMT,PLIN2,MBNL1,PDLIM3,CA2,IGF2BP1,S100B,ALDH1A1,CRABP1,MAP1A,GPD1,ASPSCR1,MCM7,MMP14,CC2D1A,TYMS,PIPOX,PCK1,TACC1,TRIM25,ENO3,NCAPD2,FLNC,LIPA,EPHA3,TRIM24,EPB41L3,DDX21,ADD3,SPTBN1,AKR1B10,GTPBP4,KDM5B,IFI16,PBXIP1,HTRA1,BAG3,CHD1L,PDCD11,FLNA,CETN2,SORBS1,KIF2C,NIBAN2,LIN28A,AOX1,ALDH4A1,RCC2,CEMIP2,ALDH1B1,SCGN,PIR,SERPINB9,PGM2,PARP4,SYNPO,UTP14A,MVP,MX1,CD44,SLC2A1,PEG10,MEX3A,RPS6KA1,NUCB2,HEATR5A,ARMC6,LDHA,BAZ2A,NDRG2,MAP2K6,POLD1,SPATS2L,CRABP2,SERPINB6,DCX,HBB,B2M",1.12e-09,2.29e-07,"Cytosol"
"Component","GO:0043226",176,14017,9606,"9606.ENSP00000173229,9606.ENSP00000199448,9606.ENSP00000215909,9606.ENSP00000216122,9606.ENSP00000216286,9606.ENSP00000216639,9606.ENSP00000220166,9606.ENSP00000220772,9606.ENSP00000222553,9606.ENSP00000233146,9606.ENSP00000234170,9606.ENSP00000234420,9606.ENSP00000236671,9606.ENSP00000239690,9606.ENSP00000252699,9606.ENSP00000252804,9606.ENSP00000254480,9606.ENSP00000255120,9606.ENSP00000258729,9606.ENSP00000259365,9606.ENSP00000261023,9606.ENSP00000261416,9606.ENSP00000262105,9606.ENSP00000262207,9606.ENSP00000262776,9606.ENSP00000263314,9606.ENSP00000264071,9606.ENSP00000264156,9606.ENSP00000265056,9606.ENSP00000265071,9606.ENSP00000265107,9606.ENSP00000268182,9606.ENSP00000271452,9606.ENSP00000271715,9606.ENSP00000274353,9606.ENSP00000276914,9606.ENSP00000282486,9606.ENSP00000284767,9606.ENSP00000285379,9606.ENSP00000290341,9606.ENSP00000291700,9606.ENSP00000292377,9606.ENSP00000297785,9606.ENSP00000299529,9606.ENSP00000300231,9606.ENSP00000301149,9606.ENSP00000305480,9606.ENSP00000305988,9606.ENSP00000306625,9606.ENSP00000306920,9606.ENSP00000307288,9606.ENSP00000308024,9606.ENSP00000308208,9606.ENSP00000309096,9606.ENSP00000311344,9606.ENSP00000313601,9606.ENSP00000315644,9606.ENSP00000317721,9606.ENSP00000319814,9606.ENSP00000321703,9606.ENSP00000322273,9606.ENSP00000323889,9606.ENSP00000324105,9606.ENSP00000325017,9606.ENSP00000327145,9606.ENSP00000328547,9606.ENSP00000334153,9606.ENSP00000336775,9606.ENSP00000337354,9606.ENSP00000337451,9606.ENSP00000339917,9606.ENSP00000340507,9606.ENSP00000340896,9606.ENSP00000343158,9606.ENSP00000344504,9606.ENSP00000345344,9606.ENSP00000346120,9606.ENSP00000348381,9606.ENSP00000349259,9606.ENSP00000352584,9606.ENSP00000353246,9606.ENSP00000353793,9606.ENSP00000354040,9606.ENSP00000354213,9606.ENSP00000355541,9606.ENSP00000355759,9606.ENSP00000356233,9606.ENSP00000357113,9606.ENSP00000357448,9606.ENSP00000357980,9606.ENSP00000358081,9606.ENSP00000358262,9606.ENSP00000358812,9606.ENSP00000358866,9606.ENSP00000359300,9606.ENSP00000360293,9606.ENSP00000361298,9606.ENSP00000361562,9606.ENSP00000362409,9606.ENSP00000363314,9606.ENSP00000363603,9606.ENSP00000363642,9606.ENSP00000363832,9606.ENSP00000364490,9606.ENSP00000364585,9606.ENSP00000366243,9606.ENSP00000366927,9606.ENSP00000367197,9606.ENSP00000367309,9606.ENSP00000368314,9606.ENSP00000368959,9606.ENSP00000369786,9606.ENSP00000370074,9606.ENSP00000370737,9606.ENSP00000370968,9606.ENSP00000371393,9606.ENSP00000371419,9606.ENSP00000373272,9606.ENSP00000376132,9606.ENSP00000377789,9606.ENSP00000377944,9606.ENSP00000378401,9606.ENSP00000378725,9606.ENSP00000378760,9606.ENSP00000381601,9606.ENSP00000381984,9606.ENSP00000392028,9606.ENSP00000395473,9606.ENSP00000395772,9606.ENSP00000398632,9606.ENSP00000405674,9606.ENSP00000409007,9606.ENSP00000414019,9606.ENSP00000416293,9606.ENSP00000418648,9606.ENSP00000418944,9606.ENSP00000419901,9606.ENSP00000423067,9606.ENSP00000427463,9606.ENSP00000428489,9606.ENSP00000429707,9606.ENSP00000432845,9606.ENSP00000435412,9606.ENSP00000436455,9606.ENSP00000437968,9606.ENSP00000438875,9606.ENSP00000439800,9606.ENSP00000440847,9606.ENSP00000443475,9606.ENSP00000445175,9606.ENSP00000446880,9606.ENSP00000451712,9606.ENSP00000452786,9606.ENSP00000456019,9606.ENSP00000460236,9606.ENSP00000463154,9606.ENSP00000466818,9606.ENSP00000468348,9606.ENSP00000472445,9606.ENSP00000478104,9606.ENSP00000479745,9606.ENSP00000480004,9606.ENSP00000480987,9606.ENSP00000482515,9606.ENSP00000482841,9606.ENSP00000483562,9606.ENSP00000484343,9606.ENSP00000486291,9606.ENSP00000488838,9606.ENSP00000490614,9606.ENSP00000494175,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000498662,9606.ENSP00000499092,9606.ENSP00000500094","NTN1,EPDR1,LGALS1,MCM5,NID2,VRK1,CTSH,SFRP1,NAMPT,MSH2,CEBPZ,MSH6,CTSD,NUDCD1,ACTN4,PXDN,SMARCC1,NASP,IGF2BP3,TMOD1,ITGAV,HEXB,MCM4,CRISPLD1,LGALS3BP,P2RX3,TUBB4A,MCM6,MCM2,CDH6,WDR70,IQGAP1,NUF2,POGZ,BHMT,PLIN2,MBNL1,PDLIM3,CA2,IGF2BP1,S100B,GPC2,ALDH1A1,CRABP1,MAP1A,GPD1,FEN1,ALCAM,ASPSCR1,GLB1,MCM7,PCSK1,MMP14,B4GAT1,PPP2R1B,CC2D1A,TYMS,PIPOX,PCK1,TACC1,OLFML3,TRIM25,ENO3,NCAPD2,FLNC,DNMT3B,RFTN1,SYNM,LIPA,EPHA3,TAF9B,TRIM24,ASH2L,EPB41L3,H1-0,CTSL,DDX21,ADD3,SPTBN1,AKR1B10,MAK16,WDHD1,GTPBP4,HS3ST3B1,HEATR1,PARP1,KDM5B,IFI16,PBXIP1,HTRA1,BAG3,CHD1L,PDCD11,FLNA,CETN2,SORBS1,KIF2C,CTSA,NIBAN2,LIN28A,FUCA1,BMS1,AOX1,ALDH4A1,RCC2,CEMIP2,ALDH1B1,SCGN,MAOB,NRCAM,REEP5,PIR,SERPINB9,GLDC,MYBBP1A,PGM2,PARP4,TRIM71,MYO1B,SYNPO,UTP14A,SPOCK1,KTN1,MVP,MX1,RPRD1A,CHD7,MAN2B1,GNL3,CD44,NOL7,GDNF,GDPD2,SLC2A1,UBN2,PEG10,L1TD1,WDR36,SPCS3,PBK,COX6C,MEX3A,RPS6KA1,NUCB2,HEATR5A,NOVA1,ZMYND8,ZNF185,TUBA1C,LDHA,BAZ2A,NDRG2,ITGB3,SQOR,SPON1,ANP32E,COX6B1,MAP2K6,POLD1,VPS13D,PRSS56,EPHX1,MCM3,SPATS2L,CRABP2,SALL2,SERPINB6,SUGCT,PON2,DCX,HBB,B2M,CAPN5,LRRC4B,GPRC5C,ATAD3B",1.91e-09,3.56e-07,"Organelle"
"Component","GO:0042555",6,8,9606,"9606.ENSP00000216122,9606.ENSP00000262105,9606.ENSP00000264156,9606.ENSP00000265056,9606.ENSP00000307288,9606.ENSP00000480987","MCM5,MCM4,MCM6,MCM2,MCM7,MCM3",2.53e-09,4.32e-07,"MCM complex"
"Component","GO:0071162",6,11,9606,"9606.ENSP00000216122,9606.ENSP00000262105,9606.ENSP00000264156,9606.ENSP00000265056,9606.ENSP00000307288,9606.ENSP00000480987","MCM5,MCM4,MCM6,MCM2,MCM7,MCM3",1.02e-08,1.6e-06,"CMG complex"
